  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0295004,  Residual: 0.000775958 
  1 TAO,  Function value: 0.0292358,  Residual: 0.000608039 
  2 TAO,  Function value: 0.0283938,  Residual: 0.000338938 
  3 TAO,  Function value: 0.0275941,  Residual: 0.000237449 
  4 TAO,  Function value: 0.0261339,  Residual: 0.000182341 
  5 TAO,  Function value: 0.0246474,  Residual: 0.000403713 
  6 TAO,  Function value: 0.0238815,  Residual: 0.000195911 
  7 TAO,  Function value: 0.023433,  Residual: 0.000137489 
  8 TAO,  Function value: 0.0230864,  Residual: 0.000156063 
  9 TAO,  Function value: 0.0227099,  Residual: 9.76136e-05 
 10 TAO,  Function value: 0.0225157,  Residual: 8.92638e-05 
 11 TAO,  Function value: 0.0222971,  Residual: 0.000110501 
 12 TAO,  Function value: 0.0221178,  Residual: 0.000109909 
 13 TAO,  Function value: 0.0219893,  Residual: 0.000109131 
 14 TAO,  Function value: 0.0218544,  Residual: 0.000105016 
 15 TAO,  Function value: 0.0217042,  Residual: 0.000104787 
 16 TAO,  Function value: 0.0216336,  Residual: 0.000118707 
 17 TAO,  Function value: 0.0215163,  Residual: 8.92293e-05 
 18 TAO,  Function value: 0.0214851,  Residual: 0.000116447 
 19 TAO,  Function value: 0.0214532,  Residual: 7.91569e-05 
 20 TAO,  Function value: 0.0213841,  Residual: 7.37144e-05 
 21 TAO,  Function value: 0.0211535,  Residual: 0.000173419 
 22 TAO,  Function value: 0.0211039,  Residual: 0.000106553 
 23 TAO,  Function value: 0.0210374,  Residual: 5.35943e-05 
 24 TAO,  Function value: 0.020998,  Residual: 4.72985e-05 
 25 TAO,  Function value: 0.020922,  Residual: 7.36039e-05 
 26 TAO,  Function value: 0.0208889,  Residual: 3.47258e-05 
 27 TAO,  Function value: 0.0208695,  Residual: 2.78072e-05 
 28 TAO,  Function value: 0.0208342,  Residual: 2.78679e-05 
 29 TAO,  Function value: 0.0208113,  Residual: 1.62649e-05 
 30 TAO,  Function value: 0.0208016,  Residual: 1.56704e-05 
 31 TAO,  Function value: 0.0207914,  Residual: 1.37181e-05 
 32 TAO,  Function value: 0.0207843,  Residual: 1.35651e-05 
 33 TAO,  Function value: 0.0207786,  Residual: 9.92018e-06 
 34 TAO,  Function value: 0.0207747,  Residual: 8.22904e-06 
 35 TAO,  Function value: 0.0207707,  Residual: 9.92787e-06 
 36 TAO,  Function value: 0.0207656,  Residual: 8.84304e-06 
 37 TAO,  Function value: 0.0207623,  Residual: 9.58628e-06 
 38 TAO,  Function value: 0.0207589,  Residual: 9.03727e-06 
 39 TAO,  Function value: 0.0207571,  Residual: 9.00532e-06 
 40 TAO,  Function value: 0.0207558,  Residual: 9.27328e-06 
 41 TAO,  Function value: 0.0207531,  Residual: 9.83431e-06 
