  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0295501,  Residual: 0.000704547 
  1 TAO,  Function value: 0.0293273,  Residual: 0.000569519 
  2 TAO,  Function value: 0.0285112,  Residual: 0.000312006 
  3 TAO,  Function value: 0.027754,  Residual: 0.000219605 
  4 TAO,  Function value: 0.0263625,  Residual: 0.000162889 
  5 TAO,  Function value: 0.0246775,  Residual: 0.000219186 
  6 TAO,  Function value: 0.024329,  Residual: 0.000454597 
  7 TAO,  Function value: 0.023524,  Residual: 0.000143045 
  8 TAO,  Function value: 0.0232538,  Residual: 0.00011547 
  9 TAO,  Function value: 0.0228568,  Residual: 0.000128481 
 10 TAO,  Function value: 0.0225554,  Residual: 8.99726e-05 
 11 TAO,  Function value: 0.0223798,  Residual: 8.24626e-05 
 12 TAO,  Function value: 0.0222449,  Residual: 0.000126051 
 13 TAO,  Function value: 0.0220712,  Residual: 8.02279e-05 
 14 TAO,  Function value: 0.0219728,  Residual: 8.96106e-05 
 15 TAO,  Function value: 0.0217749,  Residual: 8.53125e-05 
 16 TAO,  Function value: 0.0216301,  Residual: 7.87299e-05 
 17 TAO,  Function value: 0.0215382,  Residual: 7.73946e-05 
 18 TAO,  Function value: 0.0214541,  Residual: 7.94269e-05 
 19 TAO,  Function value: 0.0213556,  Residual: 6.8213e-05 
 20 TAO,  Function value: 0.0212553,  Residual: 7.5641e-05 
 21 TAO,  Function value: 0.0211847,  Residual: 6.01894e-05 
 22 TAO,  Function value: 0.0210921,  Residual: 4.94064e-05 
 23 TAO,  Function value: 0.0209805,  Residual: 5.91047e-05 
 24 TAO,  Function value: 0.0209308,  Residual: 3.73537e-05 
 25 TAO,  Function value: 0.0208994,  Residual: 2.95211e-05 
 26 TAO,  Function value: 0.0208588,  Residual: 2.2798e-05 
 27 TAO,  Function value: 0.0208317,  Residual: 1.86332e-05 
 28 TAO,  Function value: 0.0208134,  Residual: 1.4393e-05 
 29 TAO,  Function value: 0.0208001,  Residual: 1.30441e-05 
 30 TAO,  Function value: 0.0207885,  Residual: 9.99354e-06 
 31 TAO,  Function value: 0.0207812,  Residual: 9.13985e-06 
 32 TAO,  Function value: 0.0207769,  Residual: 7.88773e-06 
 33 TAO,  Function value: 0.0207738,  Residual: 6.44888e-06 
 34 TAO,  Function value: 0.0207708,  Residual: 6.34289e-06 
 35 TAO,  Function value: 0.0207681,  Residual: 6.96816e-06 
 36 TAO,  Function value: 0.0207654,  Residual: 8.11896e-06 
 37 TAO,  Function value: 0.0207622,  Residual: 8.40304e-06 
 38 TAO,  Function value: 0.0207615,  Residual: 1.26052e-05 
 39 TAO,  Function value: 0.0207589,  Residual: 1.10412e-05 
 40 TAO,  Function value: 0.0207568,  Residual: 9.78016e-06 
 41 TAO,  Function value: 0.0207539,  Residual: 9.20768e-06 
 42 TAO,  Function value: 0.0207498,  Residual: 8.09559e-06 
 43 TAO,  Function value: 0.0207489,  Residual: 1.02445e-05 
 44 TAO,  Function value: 0.0207443,  Residual: 5.97817e-06 
 45 TAO,  Function value: 0.0207432,  Residual: 5.79934e-06 
 46 TAO,  Function value: 0.0207413,  Residual: 5.42465e-06 
 47 TAO,  Function value: 0.0207399,  Residual: 5.94778e-06 
 48 TAO,  Function value: 0.0207382,  Residual: 5.35683e-06 
 49 TAO,  Function value: 0.0207365,  Residual: 6.28348e-06 
 50 TAO,  Function value: 0.0207363,  Residual: 1.03653e-05 
 51 TAO,  Function value: 0.0207362,  Residual: 9.42272e-06 
 52 TAO,  Function value: 0.0207358,  Residual: 9.91172e-06 
 53 TAO,  Function value: 0.020733,  Residual: 1.08986e-05 
 54 TAO,  Function value: 0.0207318,  Residual: 9.07725e-06 
 55 TAO,  Function value: 0.02073,  Residual: 8.18756e-06 
 56 TAO,  Function value: 0.020726,  Residual: 8.96288e-06 
 57 TAO,  Function value: 0.0207233,  Residual: 6.4667e-06 
 58 TAO,  Function value: 0.0207223,  Residual: 9.70986e-06 
 59 TAO,  Function value: 0.0207207,  Residual: 7.95174e-06 
 60 TAO,  Function value: 0.0207181,  Residual: 6.19737e-06 
 61 TAO,  Function value: 0.0207154,  Residual: 6.9079e-06 
 62 TAO,  Function value: 0.0207145,  Residual: 9.72811e-06 
 63 TAO,  Function value: 0.0207144,  Residual: 8.79033e-06 
 64 TAO,  Function value: 0.0207136,  Residual: 8.22428e-06 
 65 TAO,  Function value: 0.0207105,  Residual: 8.61517e-06 
 66 TAO,  Function value: 0.0207077,  Residual: 1.44073e-05 
 67 TAO,  Function value: 0.0207072,  Residual: 1.55773e-05 
 68 TAO,  Function value: 0.0207006,  Residual: 1.81767e-05 
 69 TAO,  Function value: 0.0206983,  Residual: 2.01952e-05 
 70 TAO,  Function value: 0.020697,  Residual: 1.7249e-05 
 71 TAO,  Function value: 0.0206923,  Residual: 1.59059e-05 
 72 TAO,  Function value: 0.0206905,  Residual: 1.4389e-05 
 73 TAO,  Function value: 0.0206885,  Residual: 1.28612e-05 
 74 TAO,  Function value: 0.0206816,  Residual: 8.82939e-06 
 75 TAO,  Function value: 0.0206766,  Residual: 7.83973e-06 
 76 TAO,  Function value: 0.0206738,  Residual: 5.25127e-06 
 77 TAO,  Function value: 0.0206721,  Residual: 3.63984e-06 
 78 TAO,  Function value: 0.020671,  Residual: 3.59258e-06 
 79 TAO,  Function value: 0.0206703,  Residual: 3.1583e-06 
 80 TAO,  Function value: 0.0206693,  Residual: 3.10576e-06 
 81 TAO,  Function value: 0.0206685,  Residual: 4.13534e-06 
 82 TAO,  Function value: 0.0206675,  Residual: 4.66196e-06 
 83 TAO,  Function value: 0.020666,  Residual: 3.74897e-06 
 84 TAO,  Function value: 0.0206651,  Residual: 5.81103e-06 
 85 TAO,  Function value: 0.0206642,  Residual: 4.95763e-06 
 86 TAO,  Function value: 0.0206638,  Residual: 4.79115e-06 
 87 TAO,  Function value: 0.020663,  Residual: 4.28481e-06 
 88 TAO,  Function value: 0.020662,  Residual: 3.734e-06 
 89 TAO,  Function value: 0.0206614,  Residual: 4.82219e-06 
 90 TAO,  Function value: 0.0206601,  Residual: 3.54698e-06 
 91 TAO,  Function value: 0.020659,  Residual: 3.56586e-06 
 92 TAO,  Function value: 0.0206584,  Residual: 4.00058e-06 
