  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0306829,  Residual: 0.0012419 
  1 TAO,  Function value: 0.0300662,  Residual: 0.000821113 
  2 TAO,  Function value: 0.0292785,  Residual: 0.000354012 
  3 TAO,  Function value: 0.0288692,  Residual: 0.000257604 
  4 TAO,  Function value: 0.0278901,  Residual: 0.000185589 
  5 TAO,  Function value: 0.0263338,  Residual: 0.000164728 
  6 TAO,  Function value: 0.025319,  Residual: 0.000589188 
  7 TAO,  Function value: 0.0244004,  Residual: 0.000149392 
  8 TAO,  Function value: 0.0241315,  Residual: 0.000155194 
  9 TAO,  Function value: 0.0237419,  Residual: 0.000246392 
 10 TAO,  Function value: 0.023197,  Residual: 0.000108952 
 11 TAO,  Function value: 0.0230014,  Residual: 8.87278e-05 
 12 TAO,  Function value: 0.0227283,  Residual: 9.3376e-05 
 13 TAO,  Function value: 0.0224875,  Residual: 7.73779e-05 
 14 TAO,  Function value: 0.0223845,  Residual: 0.000104361 
 15 TAO,  Function value: 0.0221714,  Residual: 6.64892e-05 
 16 TAO,  Function value: 0.0220217,  Residual: 5.86559e-05 
 17 TAO,  Function value: 0.0219108,  Residual: 0.000106702 
 18 TAO,  Function value: 0.021757,  Residual: 6.19037e-05 
 19 TAO,  Function value: 0.0217104,  Residual: 6.87877e-05 
 20 TAO,  Function value: 0.0215383,  Residual: 5.83141e-05 
 21 TAO,  Function value: 0.0213903,  Residual: 7.72757e-05 
 22 TAO,  Function value: 0.0213114,  Residual: 5.27356e-05 
 23 TAO,  Function value: 0.0212913,  Residual: 5.03393e-05 
 24 TAO,  Function value: 0.021263,  Residual: 4.53578e-05 
 25 TAO,  Function value: 0.0212133,  Residual: 4.53107e-05 
 26 TAO,  Function value: 0.0211313,  Residual: 3.72738e-05 
 27 TAO,  Function value: 0.021065,  Residual: 2.54036e-05 
 28 TAO,  Function value: 0.0210313,  Residual: 2.49123e-05 
 29 TAO,  Function value: 0.0210118,  Residual: 2.51107e-05 
 30 TAO,  Function value: 0.0210114,  Residual: 2.67681e-05 
 31 TAO,  Function value: 0.0210009,  Residual: 2.33883e-05 
 32 TAO,  Function value: 0.0209784,  Residual: 2.32228e-05 
 33 TAO,  Function value: 0.0209685,  Residual: 2.09811e-05 
 34 TAO,  Function value: 0.0209656,  Residual: 1.90248e-05 
 35 TAO,  Function value: 0.0209557,  Residual: 1.62662e-05 
 36 TAO,  Function value: 0.0209357,  Residual: 2.29328e-05 
 37 TAO,  Function value: 0.0209222,  Residual: 1.6981e-05 
 38 TAO,  Function value: 0.0209072,  Residual: 1.28156e-05 
 39 TAO,  Function value: 0.0208916,  Residual: 1.52073e-05 
