  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0293301,  Residual: 0.000684122 
  1 TAO,  Function value: 0.0292839,  Residual: 0.000665512 
  2 TAO,  Function value: 0.027874,  Residual: 0.000280213 
  3 TAO,  Function value: 0.0271208,  Residual: 0.000227966 
  4 TAO,  Function value: 0.0248962,  Residual: 0.000198685 
  5 TAO,  Function value: 0.0240018,  Residual: 0.000209478 
  6 TAO,  Function value: 0.0234461,  Residual: 0.000309011 
  7 TAO,  Function value: 0.022931,  Residual: 0.00012863 
  8 TAO,  Function value: 0.0228071,  Residual: 0.000120049 
  9 TAO,  Function value: 0.0225937,  Residual: 0.000114243 
 10 TAO,  Function value: 0.0223686,  Residual: 0.000107141 
 11 TAO,  Function value: 0.0222295,  Residual: 0.000157075 
 12 TAO,  Function value: 0.0221403,  Residual: 0.000111758 
 13 TAO,  Function value: 0.0220594,  Residual: 0.000105981 
 14 TAO,  Function value: 0.0219415,  Residual: 0.000113544 
 15 TAO,  Function value: 0.0218201,  Residual: 9.31727e-05 
 16 TAO,  Function value: 0.021734,  Residual: 8.70847e-05 
 17 TAO,  Function value: 0.0214946,  Residual: 7.42901e-05 
 18 TAO,  Function value: 0.0214065,  Residual: 0.000135523 
 19 TAO,  Function value: 0.0213634,  Residual: 6.46426e-05 
 20 TAO,  Function value: 0.021305,  Residual: 5.46168e-05 
 21 TAO,  Function value: 0.0212166,  Residual: 5.18434e-05 
 22 TAO,  Function value: 0.0211487,  Residual: 3.4691e-05 
 23 TAO,  Function value: 0.021102,  Residual: 2.78464e-05 
 24 TAO,  Function value: 0.0210592,  Residual: 2.58794e-05 
 25 TAO,  Function value: 0.0210333,  Residual: 2.49202e-05 
 26 TAO,  Function value: 0.0210187,  Residual: 2.21238e-05 
 27 TAO,  Function value: 0.0210069,  Residual: 2.21319e-05 
 28 TAO,  Function value: 0.0209845,  Residual: 2.93574e-05 
 29 TAO,  Function value: 0.0209794,  Residual: 2.69445e-05 
 30 TAO,  Function value: 0.02097,  Residual: 2.44655e-05 
 31 TAO,  Function value: 0.0209619,  Residual: 2.47447e-05 
 32 TAO,  Function value: 0.0209427,  Residual: 1.73578e-05 
 33 TAO,  Function value: 0.0209336,  Residual: 1.93646e-05 
 34 TAO,  Function value: 0.0209216,  Residual: 1.1804e-05 
 35 TAO,  Function value: 0.0209145,  Residual: 9.052e-06 
 36 TAO,  Function value: 0.0209094,  Residual: 1.22463e-05 
 37 TAO,  Function value: 0.0209028,  Residual: 1.08338e-05 
 38 TAO,  Function value: 0.0208971,  Residual: 1.43269e-05 
 39 TAO,  Function value: 0.0208896,  Residual: 1.00055e-05 
 40 TAO,  Function value: 0.020883,  Residual: 1.04595e-05 
 41 TAO,  Function value: 0.02088,  Residual: 1.22297e-05 
 42 TAO,  Function value: 0.020875,  Residual: 1.06047e-05 
 43 TAO,  Function value: 0.0208728,  Residual: 1.16745e-05 
 44 TAO,  Function value: 0.0208714,  Residual: 1.38404e-05 
 45 TAO,  Function value: 0.020871,  Residual: 1.39186e-05 
 46 TAO,  Function value: 0.02087,  Residual: 1.40048e-05 
 47 TAO,  Function value: 0.0208636,  Residual: 1.25775e-05 
 48 TAO,  Function value: 0.0208572,  Residual: 1.18669e-05 
 49 TAO,  Function value: 0.0208541,  Residual: 1.30544e-05 
 50 TAO,  Function value: 0.020848,  Residual: 1.02566e-05 
 51 TAO,  Function value: 0.0208429,  Residual: 9.40815e-06 
 52 TAO,  Function value: 0.0208387,  Residual: 1.05222e-05 
 53 TAO,  Function value: 0.0208356,  Residual: 1.10864e-05 
 54 TAO,  Function value: 0.0208329,  Residual: 8.34376e-06 
 55 TAO,  Function value: 0.0208296,  Residual: 7.42381e-06 
 56 TAO,  Function value: 0.020827,  Residual: 8.68886e-06 
 57 TAO,  Function value: 0.0208264,  Residual: 8.06188e-06 
 58 TAO,  Function value: 0.0208255,  Residual: 7.21876e-06 
 59 TAO,  Function value: 0.0208235,  Residual: 5.81383e-06 
 60 TAO,  Function value: 0.020821,  Residual: 6.12239e-06 
 61 TAO,  Function value: 0.0208192,  Residual: 6.34526e-06 
 62 TAO,  Function value: 0.020817,  Residual: 5.44049e-06 
 63 TAO,  Function value: 0.020815,  Residual: 7.55712e-06 
 64 TAO,  Function value: 0.0208131,  Residual: 6.48655e-06 
 65 TAO,  Function value: 0.0208111,  Residual: 6.80872e-06 
 66 TAO,  Function value: 0.0208108,  Residual: 6.94183e-06 
 67 TAO,  Function value: 0.0208103,  Residual: 6.69548e-06 
 68 TAO,  Function value: 0.0208086,  Residual: 5.94094e-06 
 69 TAO,  Function value: 0.0208071,  Residual: 7.52461e-06 
 70 TAO,  Function value: 0.0208052,  Residual: 4.77669e-06 
 71 TAO,  Function value: 0.020804,  Residual: 4.66717e-06 
 72 TAO,  Function value: 0.0208027,  Residual: 4.22244e-06 
 73 TAO,  Function value: 0.020802,  Residual: 4.45427e-06 
 74 TAO,  Function value: 0.0208013,  Residual: 4.76223e-06 
 75 TAO,  Function value: 0.0208005,  Residual: 5.64121e-06 
 76 TAO,  Function value: 0.0208002,  Residual: 5.89602e-06 
 77 TAO,  Function value: 0.020799,  Residual: 4.78374e-06 
 78 TAO,  Function value: 0.0207973,  Residual: 4.64345e-06 
 79 TAO,  Function value: 0.020797,  Residual: 6.57618e-06 
 80 TAO,  Function value: 0.0207955,  Residual: 4.65306e-06 
 81 TAO,  Function value: 0.0207948,  Residual: 4.51124e-06 
 82 TAO,  Function value: 0.0207941,  Residual: 4.68934e-06 
 83 TAO,  Function value: 0.0207934,  Residual: 4.79739e-06 
 84 TAO,  Function value: 0.0207926,  Residual: 6.59343e-06 
 85 TAO,  Function value: 0.020792,  Residual: 7.06691e-06 
 86 TAO,  Function value: 0.0207907,  Residual: 7.4236e-06 
 87 TAO,  Function value: 0.0207886,  Residual: 8.43439e-06 
 88 TAO,  Function value: 0.0207878,  Residual: 9.62165e-06 
 89 TAO,  Function value: 0.0207878,  Residual: 1.02873e-05 
 90 TAO,  Function value: 0.0207867,  Residual: 9.98078e-06 
 91 TAO,  Function value: 0.0207862,  Residual: 9.88574e-06 
 92 TAO,  Function value: 0.0207839,  Residual: 8.4096e-06 
 93 TAO,  Function value: 0.020782,  Residual: 7.3707e-06 
 94 TAO,  Function value: 0.0207789,  Residual: 4.27968e-06 
 95 TAO,  Function value: 0.0207773,  Residual: 4.06607e-06 
 96 TAO,  Function value: 0.0207762,  Residual: 4.18087e-06 
 97 TAO,  Function value: 0.0207754,  Residual: 3.95248e-06 
 98 TAO,  Function value: 0.0207747,  Residual: 3.32484e-06 
 99 TAO,  Function value: 0.0207743,  Residual: 3.38207e-06 
100 TAO,  Function value: 0.0207738,  Residual: 3.57327e-06 
101 TAO,  Function value: 0.0207736,  Residual: 4.47211e-06 
102 TAO,  Function value: 0.0207736,  Residual: 4.37832e-06 
103 TAO,  Function value: 0.0207735,  Residual: 4.2983e-06 
104 TAO,  Function value: 0.0207731,  Residual: 3.49559e-06 
105 TAO,  Function value: 0.0207727,  Residual: 3.58841e-06 
106 TAO,  Function value: 0.0207727,  Residual: 3.60549e-06 
107 TAO,  Function value: 0.020772,  Residual: 1.77632e-06 
108 TAO,  Function value: 0.0207718,  Residual: 1.23833e-06 
109 TAO,  Function value: 0.0207716,  Residual: 1.43137e-06 
110 TAO,  Function value: 0.0207714,  Residual: 1.8724e-06 
111 TAO,  Function value: 0.0207712,  Residual: 1.67751e-06 
112 TAO,  Function value: 0.020771,  Residual: 2.58524e-06 
113 TAO,  Function value: 0.0207707,  Residual: 1.78364e-06 
114 TAO,  Function value: 0.0207704,  Residual: 1.77848e-06 
115 TAO,  Function value: 0.0207703,  Residual: 2.6161e-06 
116 TAO,  Function value: 0.0207702,  Residual: 2.5596e-06 
117 TAO,  Function value: 0.0207701,  Residual: 2.3177e-06 
118 TAO,  Function value: 0.0207699,  Residual: 2.66764e-06 
119 TAO,  Function value: 0.0207698,  Residual: 2.89221e-06 
120 TAO,  Function value: 0.0207696,  Residual: 2.78297e-06 
121 TAO,  Function value: 0.0207692,  Residual: 2.82832e-06 
122 TAO,  Function value: 0.0207692,  Residual: 3.27707e-06 
123 TAO,  Function value: 0.0207691,  Residual: 2.86663e-06 
124 TAO,  Function value: 0.0207689,  Residual: 2.61961e-06 
125 TAO,  Function value: 0.0207686,  Residual: 3.55596e-06 
126 TAO,  Function value: 0.0207682,  Residual: 3.13013e-06 
127 TAO,  Function value: 0.0207676,  Residual: 2.30941e-06 
128 TAO,  Function value: 0.0207674,  Residual: 2.69953e-06 
129 TAO,  Function value: 0.0207671,  Residual: 1.50569e-06 
130 TAO,  Function value: 0.020767,  Residual: 1.10209e-06 
131 TAO,  Function value: 0.0207669,  Residual: 1.0866e-06 
132 TAO,  Function value: 0.0207668,  Residual: 8.11903e-07 
133 TAO,  Function value: 0.0207668,  Residual: 7.2147e-07 
134 TAO,  Function value: 0.0207667,  Residual: 3.63582e-07 
135 TAO,  Function value: 0.0207667,  Residual: 2.23713e-07 
136 TAO,  Function value: 0.0207667,  Residual: 1.74083e-07 
137 TAO,  Function value: 0.0207667,  Residual: 2.19603e-07 
138 TAO,  Function value: 0.0207667,  Residual: 1.16116e-07 
139 TAO,  Function value: 0.0207667,  Residual: 8.97357e-08 
140 TAO,  Function value: 0.0207667,  Residual: 8.58004e-08 
141 TAO,  Function value: 0.0207667,  Residual: 7.91154e-08 
142 TAO,  Function value: 0.0207667,  Residual: 8.7004e-08 
143 TAO,  Function value: 0.0207667,  Residual: 2.36157e-08 
Tao Object: (myTAO_) 8 MPI processes
  type: blmvm
  Gradient steps: 0
  TaoLineSearch Object: (myTAO_) 8 MPI processes
    type: more-thuente
    maximum function evaluations=30
