  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0295994,  Residual: 0.00045274 
  1 TAO,  Function value: 0.0292525,  Residual: 0.000318566 
  2 TAO,  Function value: 0.0285542,  Residual: 0.000201776 
  3 TAO,  Function value: 0.0276557,  Residual: 0.000136348 
  4 TAO,  Function value: 0.0263086,  Residual: 0.000109189 
  5 TAO,  Function value: 0.0245807,  Residual: 0.000160148 
  6 TAO,  Function value: 0.0241538,  Residual: 0.000230757 
  7 TAO,  Function value: 0.0234682,  Residual: 0.000103473 
  8 TAO,  Function value: 0.0231096,  Residual: 7.8809e-05 
  9 TAO,  Function value: 0.0228143,  Residual: 8.47448e-05 
 10 TAO,  Function value: 0.022576,  Residual: 5.60789e-05 
 11 TAO,  Function value: 0.0224499,  Residual: 5.44837e-05 
 12 TAO,  Function value: 0.0222972,  Residual: 6.56029e-05 
 13 TAO,  Function value: 0.0220746,  Residual: 5.34656e-05 
 14 TAO,  Function value: 0.0218815,  Residual: 6.69708e-05 
 15 TAO,  Function value: 0.021769,  Residual: 5.8963e-05 
 16 TAO,  Function value: 0.021735,  Residual: 5.79862e-05 
 17 TAO,  Function value: 0.0217058,  Residual: 5.72798e-05 
 18 TAO,  Function value: 0.0216577,  Residual: 5.74182e-05 
 19 TAO,  Function value: 0.0215331,  Residual: 5.03126e-05 
 20 TAO,  Function value: 0.0213402,  Residual: 4.40706e-05 
 21 TAO,  Function value: 0.021241,  Residual: 3.76088e-05 
 22 TAO,  Function value: 0.0211771,  Residual: 3.42366e-05 
 23 TAO,  Function value: 0.0211262,  Residual: 3.2401e-05 
 24 TAO,  Function value: 0.0210852,  Residual: 2.67374e-05 
 25 TAO,  Function value: 0.021038,  Residual: 2.63589e-05 
 26 TAO,  Function value: 0.0210091,  Residual: 2.07497e-05 
 27 TAO,  Function value: 0.0209774,  Residual: 1.43428e-05 
 28 TAO,  Function value: 0.0209538,  Residual: 1.215e-05 
 29 TAO,  Function value: 0.0209361,  Residual: 1.29631e-05 
 30 TAO,  Function value: 0.0209225,  Residual: 1.01666e-05 
 31 TAO,  Function value: 0.0209108,  Residual: 9.87385e-06 
 32 TAO,  Function value: 0.0208969,  Residual: 1.16452e-05 
 33 TAO,  Function value: 0.0208846,  Residual: 1.26578e-05 
