  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0295212,  Residual: 0.000748251 
  1 TAO,  Function value: 0.029273,  Residual: 0.000594315 
  2 TAO,  Function value: 0.0284337,  Residual: 0.000329744 
  3 TAO,  Function value: 0.0276443,  Residual: 0.000228592 
  4 TAO,  Function value: 0.0262381,  Residual: 0.000174175 
  5 TAO,  Function value: 0.0246251,  Residual: 0.000335216 
  6 TAO,  Function value: 0.0239372,  Residual: 0.000255193 
  7 TAO,  Function value: 0.0233535,  Residual: 0.000141028 
  8 TAO,  Function value: 0.0230091,  Residual: 0.000120671 
  9 TAO,  Function value: 0.0227296,  Residual: 9.39389e-05 
 10 TAO,  Function value: 0.0224263,  Residual: 8.91659e-05 
 11 TAO,  Function value: 0.0223115,  Residual: 0.000165623 
 12 TAO,  Function value: 0.022158,  Residual: 9.5776e-05 
 13 TAO,  Function value: 0.0221051,  Residual: 9.58275e-05 
 14 TAO,  Function value: 0.0220151,  Residual: 0.000101042 
 15 TAO,  Function value: 0.0218459,  Residual: 8.49928e-05 
 16 TAO,  Function value: 0.0216972,  Residual: 8.26974e-05 
 17 TAO,  Function value: 0.0215983,  Residual: 9.13181e-05 
 18 TAO,  Function value: 0.0215493,  Residual: 7.93302e-05 
 19 TAO,  Function value: 0.0215211,  Residual: 7.82698e-05 
 20 TAO,  Function value: 0.0214543,  Residual: 7.1546e-05 
 21 TAO,  Function value: 0.0212943,  Residual: 6.22026e-05 
 22 TAO,  Function value: 0.0211179,  Residual: 8.31291e-05 
 23 TAO,  Function value: 0.0210281,  Residual: 4.73786e-05 
 24 TAO,  Function value: 0.0210135,  Residual: 4.59022e-05 
 25 TAO,  Function value: 0.020971,  Residual: 3.56051e-05 
 26 TAO,  Function value: 0.0209384,  Residual: 3.67785e-05 
 27 TAO,  Function value: 0.0209053,  Residual: 3.22354e-05 
 28 TAO,  Function value: 0.0208659,  Residual: 2.00152e-05 
 29 TAO,  Function value: 0.0208387,  Residual: 1.62052e-05 
 30 TAO,  Function value: 0.0208221,  Residual: 1.85139e-05 
 31 TAO,  Function value: 0.0208079,  Residual: 1.37789e-05 
 32 TAO,  Function value: 0.0207979,  Residual: 1.35648e-05 
 33 TAO,  Function value: 0.0207975,  Residual: 1.57084e-05 
 34 TAO,  Function value: 0.0207932,  Residual: 1.37457e-05 
 35 TAO,  Function value: 0.0207865,  Residual: 8.84724e-06 
 36 TAO,  Function value: 0.0207826,  Residual: 8.55435e-06 
 37 TAO,  Function value: 0.0207796,  Residual: 9.01624e-06 
 38 TAO,  Function value: 0.0207743,  Residual: 7.43611e-06 
 39 TAO,  Function value: 0.0207704,  Residual: 6.72617e-06 
 40 TAO,  Function value: 0.0207675,  Residual: 6.53148e-06 
 41 TAO,  Function value: 0.0207658,  Residual: 6.94151e-06 
 42 TAO,  Function value: 0.0207646,  Residual: 6.47239e-06 
 43 TAO,  Function value: 0.0207634,  Residual: 5.5634e-06 
 44 TAO,  Function value: 0.0207614,  Residual: 4.79392e-06 
