  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0306567,  Residual: 0.00137291 
  1 TAO,  Function value: 0.029936,  Residual: 0.000843841 
  2 TAO,  Function value: 0.0292143,  Residual: 0.0003875 
  3 TAO,  Function value: 0.0287705,  Residual: 0.000287511 
  4 TAO,  Function value: 0.0276513,  Residual: 0.000208356 
  5 TAO,  Function value: 0.0259822,  Residual: 0.000196811 
  6 TAO,  Function value: 0.0248633,  Residual: 0.000227343 
  7 TAO,  Function value: 0.0243596,  Residual: 0.000230679 
  8 TAO,  Function value: 0.0238335,  Residual: 0.000199897 
  9 TAO,  Function value: 0.0233484,  Residual: 0.000125757 
 10 TAO,  Function value: 0.023051,  Residual: 0.000132399 
 11 TAO,  Function value: 0.0228098,  Residual: 0.000140701 
 12 TAO,  Function value: 0.0225648,  Residual: 9.60267e-05 
 13 TAO,  Function value: 0.0224502,  Residual: 9.6847e-05 
 14 TAO,  Function value: 0.022245,  Residual: 7.74824e-05 
 15 TAO,  Function value: 0.0220417,  Residual: 9.06537e-05 
 16 TAO,  Function value: 0.0219037,  Residual: 7.80951e-05 
 17 TAO,  Function value: 0.0217687,  Residual: 7.52169e-05 
 18 TAO,  Function value: 0.021709,  Residual: 9.34571e-05 
 19 TAO,  Function value: 0.0216241,  Residual: 7.30968e-05 
 20 TAO,  Function value: 0.0215816,  Residual: 7.50957e-05 
 21 TAO,  Function value: 0.0215281,  Residual: 7.18699e-05 
 22 TAO,  Function value: 0.0214142,  Residual: 6.14814e-05 
 23 TAO,  Function value: 0.0213162,  Residual: 6.67436e-05 
 24 TAO,  Function value: 0.0212529,  Residual: 5.6752e-05 
 25 TAO,  Function value: 0.0212097,  Residual: 4.32254e-05 
 26 TAO,  Function value: 0.0212006,  Residual: 6.54405e-05 
 27 TAO,  Function value: 0.0211593,  Residual: 3.8267e-05 
 28 TAO,  Function value: 0.0211137,  Residual: 3.34238e-05 
 29 TAO,  Function value: 0.0210598,  Residual: 4.38162e-05 
 30 TAO,  Function value: 0.021034,  Residual: 2.54944e-05 
 31 TAO,  Function value: 0.0210157,  Residual: 2.19206e-05 
 32 TAO,  Function value: 0.020989,  Residual: 3.28813e-05 
 33 TAO,  Function value: 0.0209863,  Residual: 2.9136e-05 
 34 TAO,  Function value: 0.0209709,  Residual: 3.03877e-05 
 35 TAO,  Function value: 0.0209514,  Residual: 2.19247e-05 
 36 TAO,  Function value: 0.0209358,  Residual: 2.86871e-05 
 37 TAO,  Function value: 0.0209216,  Residual: 1.81242e-05 
 38 TAO,  Function value: 0.0209094,  Residual: 1.31715e-05 
 39 TAO,  Function value: 0.0208961,  Residual: 1.23991e-05 
 40 TAO,  Function value: 0.0208874,  Residual: 1.19839e-05 
 41 TAO,  Function value: 0.0208806,  Residual: 1.25821e-05 
 42 TAO,  Function value: 0.0208722,  Residual: 1.00566e-05 
 43 TAO,  Function value: 0.0208679,  Residual: 1.43091e-05 
 44 TAO,  Function value: 0.0208668,  Residual: 1.41944e-05 
 45 TAO,  Function value: 0.0208656,  Residual: 1.41536e-05 
 46 TAO,  Function value: 0.0208614,  Residual: 1.1703e-05 
 47 TAO,  Function value: 0.0208545,  Residual: 1.14136e-05 
 48 TAO,  Function value: 0.0208497,  Residual: 1.08224e-05 
