  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.030697,  Residual: 0.00106883 
  1 TAO,  Function value: 0.0302097,  Residual: 0.000787889 
  2 TAO,  Function value: 0.0292962,  Residual: 0.000307208 
  3 TAO,  Function value: 0.0289191,  Residual: 0.000225166 
  4 TAO,  Function value: 0.0279849,  Residual: 0.000159378 
  5 TAO,  Function value: 0.0265395,  Residual: 0.000138951 
  6 TAO,  Function value: 0.0251966,  Residual: 0.000373678 
  7 TAO,  Function value: 0.0243642,  Residual: 0.00015026 
  8 TAO,  Function value: 0.023976,  Residual: 0.000112334 
  9 TAO,  Function value: 0.0238555,  Residual: 0.000280269 
 10 TAO,  Function value: 0.0232308,  Residual: 8.85992e-05 
 11 TAO,  Function value: 0.0231268,  Residual: 7.80302e-05 
 12 TAO,  Function value: 0.0228238,  Residual: 7.12571e-05 
 13 TAO,  Function value: 0.0226457,  Residual: 9.82023e-05 
 14 TAO,  Function value: 0.022476,  Residual: 7.09915e-05 
 15 TAO,  Function value: 0.0223627,  Residual: 6.43081e-05 
 16 TAO,  Function value: 0.0222083,  Residual: 6.18119e-05 
 17 TAO,  Function value: 0.022006,  Residual: 6.11095e-05 
 18 TAO,  Function value: 0.0219852,  Residual: 0.000161149 
 19 TAO,  Function value: 0.021807,  Residual: 6.51211e-05 
 20 TAO,  Function value: 0.0217584,  Residual: 6.41421e-05 
 21 TAO,  Function value: 0.021625,  Residual: 7.75829e-05 
 22 TAO,  Function value: 0.0214111,  Residual: 5.07298e-05 
 23 TAO,  Function value: 0.0212984,  Residual: 4.3598e-05 
 24 TAO,  Function value: 0.0211861,  Residual: 3.71116e-05 
 25 TAO,  Function value: 0.0211205,  Residual: 3.55953e-05 
 26 TAO,  Function value: 0.0211069,  Residual: 3.49523e-05 
 27 TAO,  Function value: 0.0210489,  Residual: 2.83821e-05 
 28 TAO,  Function value: 0.0209881,  Residual: 2.61467e-05 
 29 TAO,  Function value: 0.0209586,  Residual: 2.42836e-05 
 30 TAO,  Function value: 0.0209578,  Residual: 2.5137e-05 
 31 TAO,  Function value: 0.0209444,  Residual: 2.11713e-05 
 32 TAO,  Function value: 0.0209223,  Residual: 1.80679e-05 
 33 TAO,  Function value: 0.020895,  Residual: 1.98776e-05 
 34 TAO,  Function value: 0.0208793,  Residual: 1.77995e-05 
 35 TAO,  Function value: 0.0208563,  Residual: 1.73712e-05 
 36 TAO,  Function value: 0.0208426,  Residual: 1.74779e-05 
 37 TAO,  Function value: 0.0208361,  Residual: 1.37414e-05 
 38 TAO,  Function value: 0.0208236,  Residual: 1.10796e-05 
 39 TAO,  Function value: 0.0208038,  Residual: 1.17898e-05 
 40 TAO,  Function value: 0.020794,  Residual: 1.00721e-05 
 41 TAO,  Function value: 0.0207875,  Residual: 7.27096e-06 
 42 TAO,  Function value: 0.0207822,  Residual: 8.56459e-06 
 43 TAO,  Function value: 0.0207739,  Residual: 9.12901e-06 
 44 TAO,  Function value: 0.020768,  Residual: 1.05465e-05 
 45 TAO,  Function value: 0.0207627,  Residual: 1.00573e-05 
 46 TAO,  Function value: 0.0207625,  Residual: 1.04158e-05 
 47 TAO,  Function value: 0.02076,  Residual: 1.04041e-05 
 48 TAO,  Function value: 0.0207573,  Residual: 1.05152e-05 
 49 TAO,  Function value: 0.0207489,  Residual: 8.28967e-06 
 50 TAO,  Function value: 0.0207384,  Residual: 7.89491e-06 
 51 TAO,  Function value: 0.0207351,  Residual: 9.11789e-06 
 52 TAO,  Function value: 0.0207303,  Residual: 9.8349e-06 
 53 TAO,  Function value: 0.0207291,  Residual: 1.29964e-05 
 54 TAO,  Function value: 0.0207246,  Residual: 1.24675e-05 
 55 TAO,  Function value: 0.0207184,  Residual: 1.13608e-05 
 56 TAO,  Function value: 0.0207152,  Residual: 1.05567e-05 
 57 TAO,  Function value: 0.0207121,  Residual: 9.67898e-06 
 58 TAO,  Function value: 0.0207078,  Residual: 7.36795e-06 
 59 TAO,  Function value: 0.0207027,  Residual: 5.99008e-06 
 60 TAO,  Function value: 0.0206991,  Residual: 4.82936e-06 
 61 TAO,  Function value: 0.0206971,  Residual: 5.97334e-06 
 62 TAO,  Function value: 0.020695,  Residual: 3.65547e-06 
 63 TAO,  Function value: 0.0206938,  Residual: 3.89145e-06 
 64 TAO,  Function value: 0.0206918,  Residual: 4.65241e-06 
 65 TAO,  Function value: 0.0206907,  Residual: 5.49016e-06 
 66 TAO,  Function value: 0.02069,  Residual: 6.63924e-06 
 67 TAO,  Function value: 0.0206893,  Residual: 6.59579e-06 
 68 TAO,  Function value: 0.020689,  Residual: 6.41855e-06 
 69 TAO,  Function value: 0.0206881,  Residual: 5.95683e-06 
 70 TAO,  Function value: 0.0206866,  Residual: 5.22633e-06 
 71 TAO,  Function value: 0.0206844,  Residual: 3.72947e-06 
 72 TAO,  Function value: 0.0206831,  Residual: 2.62508e-06 
 73 TAO,  Function value: 0.0206819,  Residual: 2.75195e-06 
 74 TAO,  Function value: 0.0206807,  Residual: 4.0684e-06 
 75 TAO,  Function value: 0.0206796,  Residual: 3.79786e-06 
 76 TAO,  Function value: 0.0206786,  Residual: 3.14096e-06 
 77 TAO,  Function value: 0.0206775,  Residual: 4.15669e-06 
 78 TAO,  Function value: 0.0206765,  Residual: 5.0427e-06 
 79 TAO,  Function value: 0.0206761,  Residual: 5.20837e-06 
 80 TAO,  Function value: 0.0206755,  Residual: 5.35198e-06 
 81 TAO,  Function value: 0.0206746,  Residual: 5.56855e-06 
 82 TAO,  Function value: 0.0206742,  Residual: 4.78449e-06 
 83 TAO,  Function value: 0.0206733,  Residual: 4.04241e-06 
 84 TAO,  Function value: 0.0206724,  Residual: 4.06926e-06 
 85 TAO,  Function value: 0.0206712,  Residual: 3.02979e-06 
 86 TAO,  Function value: 0.0206701,  Residual: 2.87263e-06 
 87 TAO,  Function value: 0.0206692,  Residual: 2.26956e-06 
 88 TAO,  Function value: 0.0206686,  Residual: 2.71237e-06 
 89 TAO,  Function value: 0.020668,  Residual: 2.3889e-06 
 90 TAO,  Function value: 0.0206676,  Residual: 2.69804e-06 
 91 TAO,  Function value: 0.0206674,  Residual: 2.91386e-06 
 92 TAO,  Function value: 0.0206669,  Residual: 2.41261e-06 
 93 TAO,  Function value: 0.0206667,  Residual: 2.6451e-06 
 94 TAO,  Function value: 0.0206665,  Residual: 3.22869e-06 
 95 TAO,  Function value: 0.0206665,  Residual: 3.54245e-06 
 96 TAO,  Function value: 0.0206659,  Residual: 2.68757e-06 
 97 TAO,  Function value: 0.0206653,  Residual: 2.64742e-06 
 98 TAO,  Function value: 0.0206648,  Residual: 3.4989e-06 
 99 TAO,  Function value: 0.0206645,  Residual: 3.23472e-06 
100 TAO,  Function value: 0.0206636,  Residual: 2.43046e-06 
101 TAO,  Function value: 0.0206631,  Residual: 2.74995e-06 
102 TAO,  Function value: 0.020663,  Residual: 2.76365e-06 
103 TAO,  Function value: 0.020663,  Residual: 2.83349e-06 
