  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0294377,  Residual: 0.000618828 
  1 TAO,  Function value: 0.0292603,  Residual: 0.00053227 
  2 TAO,  Function value: 0.0282809,  Residual: 0.0002758 
  3 TAO,  Function value: 0.0274735,  Residual: 0.000206795 
  4 TAO,  Function value: 0.0257129,  Residual: 0.000161432 
  5 TAO,  Function value: 0.0247649,  Residual: 0.000525438 
  6 TAO,  Function value: 0.0238332,  Residual: 0.00013334 
  7 TAO,  Function value: 0.0234473,  Residual: 0.000129955 
  8 TAO,  Function value: 0.0230788,  Residual: 0.000157733 
  9 TAO,  Function value: 0.0227606,  Residual: 0.00012031 
 10 TAO,  Function value: 0.0225622,  Residual: 8.31331e-05 
 11 TAO,  Function value: 0.022404,  Residual: 8.1124e-05 
 12 TAO,  Function value: 0.022224,  Residual: 0.000126596 
 13 TAO,  Function value: 0.0221051,  Residual: 9.54829e-05 
 14 TAO,  Function value: 0.0220202,  Residual: 8.86232e-05 
 15 TAO,  Function value: 0.0218963,  Residual: 8.47463e-05 
 16 TAO,  Function value: 0.0217317,  Residual: 8.23192e-05 
 17 TAO,  Function value: 0.0215767,  Residual: 7.53427e-05 
 18 TAO,  Function value: 0.0213989,  Residual: 6.27444e-05 
 19 TAO,  Function value: 0.0212243,  Residual: 6.47841e-05 
 20 TAO,  Function value: 0.0211207,  Residual: 5.2347e-05 
 21 TAO,  Function value: 0.0210573,  Residual: 4.46096e-05 
 22 TAO,  Function value: 0.0209999,  Residual: 3.84242e-05 
 23 TAO,  Function value: 0.0209438,  Residual: 3.57002e-05 
 24 TAO,  Function value: 0.0209114,  Residual: 2.91166e-05 
 25 TAO,  Function value: 0.0208842,  Residual: 2.09257e-05 
 26 TAO,  Function value: 0.02086,  Residual: 1.63313e-05 
 27 TAO,  Function value: 0.0208381,  Residual: 1.40072e-05 
 28 TAO,  Function value: 0.0208239,  Residual: 1.18263e-05 
 29 TAO,  Function value: 0.0208123,  Residual: 1.07355e-05 
 30 TAO,  Function value: 0.0208034,  Residual: 1.0871e-05 
 31 TAO,  Function value: 0.0207942,  Residual: 9.3028e-06 
 32 TAO,  Function value: 0.0207886,  Residual: 1.32475e-05 
 33 TAO,  Function value: 0.02078,  Residual: 1.08552e-05 
 34 TAO,  Function value: 0.0207775,  Residual: 1.14594e-05 
 35 TAO,  Function value: 0.020775,  Residual: 1.15732e-05 
 36 TAO,  Function value: 0.0207726,  Residual: 1.10817e-05 
 37 TAO,  Function value: 0.020769,  Residual: 1.02231e-05 
 38 TAO,  Function value: 0.0207629,  Residual: 8.28497e-06 
 39 TAO,  Function value: 0.0207616,  Residual: 9.97964e-06 
 40 TAO,  Function value: 0.0207589,  Residual: 9.37538e-06 
 41 TAO,  Function value: 0.0207561,  Residual: 8.7649e-06 
 42 TAO,  Function value: 0.0207523,  Residual: 1.00076e-05 
 43 TAO,  Function value: 0.0207513,  Residual: 1.03096e-05 
 44 TAO,  Function value: 0.0207502,  Residual: 9.58315e-06 
 45 TAO,  Function value: 0.0207461,  Residual: 6.33682e-06 
 46 TAO,  Function value: 0.0207427,  Residual: 6.69821e-06 
 47 TAO,  Function value: 0.0207399,  Residual: 5.2566e-06 
 48 TAO,  Function value: 0.020738,  Residual: 4.70987e-06 
 49 TAO,  Function value: 0.0207364,  Residual: 3.84926e-06 
 50 TAO,  Function value: 0.0207351,  Residual: 4.05201e-06 
 51 TAO,  Function value: 0.020734,  Residual: 3.59365e-06 
 52 TAO,  Function value: 0.0207327,  Residual: 4.06155e-06 
 53 TAO,  Function value: 0.0207317,  Residual: 4.33892e-06 
 54 TAO,  Function value: 0.0207308,  Residual: 4.38833e-06 
 55 TAO,  Function value: 0.0207302,  Residual: 5.14607e-06 
 56 TAO,  Function value: 0.0207295,  Residual: 5.80292e-06 
 57 TAO,  Function value: 0.0207289,  Residual: 7.18434e-06 
 58 TAO,  Function value: 0.0207285,  Residual: 9.13362e-06 
 59 TAO,  Function value: 0.0207278,  Residual: 9.58116e-06 
 60 TAO,  Function value: 0.0207263,  Residual: 1.03128e-05 
 61 TAO,  Function value: 0.0207245,  Residual: 1.4068e-05 
 62 TAO,  Function value: 0.0207244,  Residual: 1.40036e-05 
 63 TAO,  Function value: 0.020721,  Residual: 1.28537e-05 
 64 TAO,  Function value: 0.0207153,  Residual: 1.02865e-05 
 65 TAO,  Function value: 0.0207113,  Residual: 9.96094e-06 
 66 TAO,  Function value: 0.0207105,  Residual: 1.05598e-05 
 67 TAO,  Function value: 0.0207048,  Residual: 6.53483e-06 
 68 TAO,  Function value: 0.0207007,  Residual: 5.35859e-06 
 69 TAO,  Function value: 0.0206982,  Residual: 6.20441e-06 
 70 TAO,  Function value: 0.0206966,  Residual: 7.1975e-06 
 71 TAO,  Function value: 0.0206941,  Residual: 5.48869e-06 
 72 TAO,  Function value: 0.0206919,  Residual: 5.79929e-06 
 73 TAO,  Function value: 0.0206913,  Residual: 7.14575e-06 
 74 TAO,  Function value: 0.0206913,  Residual: 7.88589e-06 
