  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0295004,  Residual: 0.000796893 
  1 TAO,  Function value: 0.0292222,  Residual: 0.000617723 
  2 TAO,  Function value: 0.0283872,  Residual: 0.000351027 
  3 TAO,  Function value: 0.0275581,  Residual: 0.000241434 
  4 TAO,  Function value: 0.026137,  Residual: 0.000186329 
  5 TAO,  Function value: 0.0246692,  Residual: 0.000416576 
  6 TAO,  Function value: 0.0238514,  Residual: 0.000184688 
  7 TAO,  Function value: 0.0234468,  Residual: 0.000152318 
  8 TAO,  Function value: 0.0229775,  Residual: 0.000190214 
  9 TAO,  Function value: 0.0227035,  Residual: 0.000104773 
 10 TAO,  Function value: 0.0226681,  Residual: 0.000107107 
 11 TAO,  Function value: 0.0224749,  Residual: 9.47567e-05 
 12 TAO,  Function value: 0.0224373,  Residual: 0.000253903 
 13 TAO,  Function value: 0.0221214,  Residual: 0.000104673 
 14 TAO,  Function value: 0.0220034,  Residual: 9.54082e-05 
 15 TAO,  Function value: 0.0217785,  Residual: 0.00012007 
 16 TAO,  Function value: 0.0215265,  Residual: 8.2268e-05 
 17 TAO,  Function value: 0.021389,  Residual: 7.88748e-05 
 18 TAO,  Function value: 0.0212188,  Residual: 6.43744e-05 
 19 TAO,  Function value: 0.0211232,  Residual: 5.50724e-05 
 20 TAO,  Function value: 0.0211174,  Residual: 6.07507e-05 
 21 TAO,  Function value: 0.0210131,  Residual: 4.51639e-05 
 22 TAO,  Function value: 0.0209539,  Residual: 3.87229e-05 
 23 TAO,  Function value: 0.0209134,  Residual: 3.08655e-05 
 24 TAO,  Function value: 0.0208929,  Residual: 2.80763e-05 
 25 TAO,  Function value: 0.0208739,  Residual: 2.05801e-05 
 26 TAO,  Function value: 0.0208554,  Residual: 1.53208e-05 
 27 TAO,  Function value: 0.020845,  Residual: 1.52234e-05 
 28 TAO,  Function value: 0.0208362,  Residual: 1.1806e-05 
 29 TAO,  Function value: 0.0208279,  Residual: 1.0539e-05 
 30 TAO,  Function value: 0.020821,  Residual: 1.05794e-05 
 31 TAO,  Function value: 0.0208149,  Residual: 1.00134e-05 
 32 TAO,  Function value: 0.0208098,  Residual: 1.04871e-05 
 33 TAO,  Function value: 0.0208066,  Residual: 1.09131e-05 
 34 TAO,  Function value: 0.0208042,  Residual: 1.06141e-05 
 35 TAO,  Function value: 0.0208025,  Residual: 1.08564e-05 
 36 TAO,  Function value: 0.020798,  Residual: 9.64299e-06 
 37 TAO,  Function value: 0.0207946,  Residual: 1.07756e-05 
 38 TAO,  Function value: 0.0207917,  Residual: 1.01991e-05 
 39 TAO,  Function value: 0.0207882,  Residual: 8.70236e-06 
 40 TAO,  Function value: 0.0207858,  Residual: 9.57457e-06 
 41 TAO,  Function value: 0.020784,  Residual: 9.13682e-06 
