  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0294096,  Residual: 0.000632268 
  1 TAO,  Function value: 0.0293701,  Residual: 0.000616875 
  2 TAO,  Function value: 0.0280456,  Residual: 0.000258701 
  3 TAO,  Function value: 0.027327,  Residual: 0.000207945 
  4 TAO,  Function value: 0.0252471,  Residual: 0.000168476 
  5 TAO,  Function value: 0.02416,  Residual: 0.000183052 
  6 TAO,  Function value: 0.0237669,  Residual: 0.000408971 
  7 TAO,  Function value: 0.0230323,  Residual: 0.000132178 
  8 TAO,  Function value: 0.0228829,  Residual: 0.000108021 
  9 TAO,  Function value: 0.0227087,  Residual: 0.000103261 
 10 TAO,  Function value: 0.0225476,  Residual: 9.85057e-05 
 11 TAO,  Function value: 0.022405,  Residual: 0.000107672 
 12 TAO,  Function value: 0.022225,  Residual: 9.79464e-05 
 13 TAO,  Function value: 0.0220215,  Residual: 9.56147e-05 
 14 TAO,  Function value: 0.0218597,  Residual: 9.60875e-05 
 15 TAO,  Function value: 0.0217127,  Residual: 7.72375e-05 
 16 TAO,  Function value: 0.0216178,  Residual: 7.86698e-05 
 17 TAO,  Function value: 0.0214994,  Residual: 7.41965e-05 
 18 TAO,  Function value: 0.0213376,  Residual: 6.24774e-05 
 19 TAO,  Function value: 0.021202,  Residual: 5.28341e-05 
 20 TAO,  Function value: 0.0211176,  Residual: 5.78186e-05 
 21 TAO,  Function value: 0.0210888,  Residual: 4.57684e-05 
 22 TAO,  Function value: 0.021067,  Residual: 4.10818e-05 
 23 TAO,  Function value: 0.0210215,  Residual: 2.97989e-05 
 24 TAO,  Function value: 0.0209885,  Residual: 2.59855e-05 
 25 TAO,  Function value: 0.0209619,  Residual: 2.06016e-05 
 26 TAO,  Function value: 0.0209463,  Residual: 1.71935e-05 
 27 TAO,  Function value: 0.0209298,  Residual: 1.5766e-05 
 28 TAO,  Function value: 0.0209157,  Residual: 2.13421e-05 
 29 TAO,  Function value: 0.0209037,  Residual: 1.69907e-05 
 30 TAO,  Function value: 0.0208917,  Residual: 1.74455e-05 
 31 TAO,  Function value: 0.0208807,  Residual: 2.20504e-05 
 32 TAO,  Function value: 0.0208733,  Residual: 2.0022e-05 
 33 TAO,  Function value: 0.0208658,  Residual: 1.91766e-05 
 34 TAO,  Function value: 0.020848,  Residual: 3.51103e-05 
 35 TAO,  Function value: 0.0208428,  Residual: 4.07358e-05 
 36 TAO,  Function value: 0.0208378,  Residual: 2.87359e-05 
 37 TAO,  Function value: 0.020827,  Residual: 2.45784e-05 
 38 TAO,  Function value: 0.0208131,  Residual: 3.14396e-05 
 39 TAO,  Function value: 0.0207985,  Residual: 1.59716e-05 
 40 TAO,  Function value: 0.0207898,  Residual: 1.30799e-05 
 41 TAO,  Function value: 0.0207827,  Residual: 9.60899e-06 
 42 TAO,  Function value: 0.0207768,  Residual: 7.93702e-06 
 43 TAO,  Function value: 0.0207736,  Residual: 9.98155e-06 
 44 TAO,  Function value: 0.0207709,  Residual: 1.01368e-05 
 45 TAO,  Function value: 0.0207678,  Residual: 9.45021e-06 
 46 TAO,  Function value: 0.0207621,  Residual: 1.14169e-05 
 47 TAO,  Function value: 0.0207597,  Residual: 1.11486e-05 
 48 TAO,  Function value: 0.0207558,  Residual: 9.65214e-06 
 49 TAO,  Function value: 0.0207515,  Residual: 9.73867e-06 
 50 TAO,  Function value: 0.0207473,  Residual: 8.00824e-06 
 51 TAO,  Function value: 0.0207455,  Residual: 7.28656e-06 
 52 TAO,  Function value: 0.0207444,  Residual: 7.60169e-06 
 53 TAO,  Function value: 0.0207429,  Residual: 7.08803e-06 
 54 TAO,  Function value: 0.0207415,  Residual: 6.09325e-06 
 55 TAO,  Function value: 0.0207394,  Residual: 4.89039e-06 
 56 TAO,  Function value: 0.0207383,  Residual: 5.18261e-06 
 57 TAO,  Function value: 0.0207366,  Residual: 4.90959e-06 
 58 TAO,  Function value: 0.0207351,  Residual: 6.60736e-06 
 59 TAO,  Function value: 0.0207333,  Residual: 6.35761e-06 
 60 TAO,  Function value: 0.0207314,  Residual: 8.46469e-06 
 61 TAO,  Function value: 0.0207312,  Residual: 8.8238e-06 
 62 TAO,  Function value: 0.0207291,  Residual: 9.05966e-06 
 63 TAO,  Function value: 0.0207262,  Residual: 9.56718e-06 
 64 TAO,  Function value: 0.0207253,  Residual: 9.92124e-06 
 65 TAO,  Function value: 0.020725,  Residual: 1.01943e-05 
 66 TAO,  Function value: 0.0207231,  Residual: 9.39983e-06 
 67 TAO,  Function value: 0.0207193,  Residual: 8.25058e-06 
 68 TAO,  Function value: 0.0207165,  Residual: 8.89448e-06 
 69 TAO,  Function value: 0.0207143,  Residual: 8.54748e-06 
 70 TAO,  Function value: 0.0207124,  Residual: 7.42415e-06 
 71 TAO,  Function value: 0.0207102,  Residual: 6.79441e-06 
 72 TAO,  Function value: 0.0207088,  Residual: 7.12053e-06 
 73 TAO,  Function value: 0.0207067,  Residual: 7.06637e-06 
 74 TAO,  Function value: 0.0207035,  Residual: 6.45882e-06 
 75 TAO,  Function value: 0.0207007,  Residual: 7.31677e-06 
 76 TAO,  Function value: 0.0207002,  Residual: 9.22787e-06 
 77 TAO,  Function value: 0.0207,  Residual: 9.04508e-06 
 78 TAO,  Function value: 0.0206983,  Residual: 8.30042e-06 
 79 TAO,  Function value: 0.0206944,  Residual: 8.31285e-06 
 80 TAO,  Function value: 0.0206926,  Residual: 8.47692e-06 
 81 TAO,  Function value: 0.0206896,  Residual: 6.99335e-06 
 82 TAO,  Function value: 0.0206862,  Residual: 8.00289e-06 
 83 TAO,  Function value: 0.0206852,  Residual: 8.89906e-06 
 84 TAO,  Function value: 0.020685,  Residual: 9.48942e-06 
 85 TAO,  Function value: 0.020684,  Residual: 8.92658e-06 
 86 TAO,  Function value: 0.0206814,  Residual: 7.62776e-06 
 87 TAO,  Function value: 0.0206791,  Residual: 7.51762e-06 
 88 TAO,  Function value: 0.020678,  Residual: 7.53541e-06 
 89 TAO,  Function value: 0.0206755,  Residual: 5.2278e-06 
 90 TAO,  Function value: 0.0206733,  Residual: 4.61959e-06 
 91 TAO,  Function value: 0.0206722,  Residual: 4.30001e-06 
 92 TAO,  Function value: 0.0206712,  Residual: 4.61711e-06 
 93 TAO,  Function value: 0.0206699,  Residual: 4.28317e-06 
 94 TAO,  Function value: 0.0206685,  Residual: 4.55858e-06 
 95 TAO,  Function value: 0.020668,  Residual: 5.18751e-06 
 96 TAO,  Function value: 0.0206676,  Residual: 5.59599e-06 
 97 TAO,  Function value: 0.0206673,  Residual: 5.29945e-06 
 98 TAO,  Function value: 0.0206654,  Residual: 0.000236879 
 99 TAO,  Function value: 0.0206654,  Residual: 0.000233923 
100 TAO,  Function value: 0.0206653,  Residual: 7.73404e-05 
101 TAO,  Function value: 0.0206653,  Residual: 6.19746e-05 
102 TAO,  Function value: 0.0206653,  Residual: 6.50098e-05 
103 TAO,  Function value: 0.0206653,  Residual: 4.00856e-06 
104 TAO,  Function value: 0.0206653,  Residual: 0.000231501 
105 TAO,  Function value: 0.0206653,  Residual: 0.000232263 
106 TAO,  Function value: 0.0206651,  Residual: 0.000231452 
107 TAO,  Function value: 0.0206648,  Residual: 2.67938e-06 
108 TAO,  Function value: 0.0206646,  Residual: 5.00228e-05 
109 TAO,  Function value: 0.0206641,  Residual: 2.55532e-05 
110 TAO,  Function value: 0.0206641,  Residual: 4.47991e-06 
111 TAO,  Function value: 0.0206641,  Residual: 0.00023536 
112 TAO,  Function value: 0.020664,  Residual: 0.000236688 
113 TAO,  Function value: 0.020664,  Residual: 0.000235362 
114 TAO,  Function value: 0.020664,  Residual: 0.000235364 
115 TAO,  Function value: 0.0206638,  Residual: 2.27191e-06 
116 TAO,  Function value: 0.0206638,  Residual: 2.49721e-05 
117 TAO,  Function value: 0.0206635,  Residual: 2.98712e-05 
118 TAO,  Function value: 0.0206635,  Residual: 4.62178e-06 
119 TAO,  Function value: 0.0206632,  Residual: 0.00023475 
120 TAO,  Function value: 0.0206631,  Residual: 2.97957e-05 
121 TAO,  Function value: 0.020663,  Residual: 2.97846e-05 
122 TAO,  Function value: 0.0206628,  Residual: 3.85534e-05 
123 TAO,  Function value: 0.0206622,  Residual: 0.000233537 
124 TAO,  Function value: 0.0206622,  Residual: 5.75896e-06 
125 TAO,  Function value: 0.0206622,  Residual: 8.19453e-06 
126 TAO,  Function value: 0.0206622,  Residual: 6.94562e-06 
127 TAO,  Function value: 0.0206622,  Residual: 5.55995e-06 
128 TAO,  Function value: 0.0206621,  Residual: 0.000236436 
129 TAO,  Function value: 0.0206619,  Residual: 0.000236467 
130 TAO,  Function value: 0.0206619,  Residual: 5.63813e-06 
131 TAO,  Function value: 0.0206619,  Residual: 4.08869e-05 
132 TAO,  Function value: 0.0206618,  Residual: 0.000122078 
133 TAO,  Function value: 0.0206618,  Residual: 0.000201614 
134 TAO,  Function value: 0.0206617,  Residual: 0.000167512 
135 TAO,  Function value: 0.0206616,  Residual: 0.000170481 
136 TAO,  Function value: 0.0206616,  Residual: 6.62143e-05 
137 TAO,  Function value: 0.0206616,  Residual: 9.77095e-05 
138 TAO,  Function value: 0.0206615,  Residual: 2.39829e-06 
139 TAO,  Function value: 0.0206615,  Residual: 0.000215457 
140 TAO,  Function value: 0.0206615,  Residual: 0.000215435 
141 TAO,  Function value: 0.0206615,  Residual: 2.37003e-06 
142 TAO,  Function value: 0.0206615,  Residual: 9.76436e-05 
143 TAO,  Function value: 0.0206614,  Residual: 0.000232192 
144 TAO,  Function value: 0.0206614,  Residual: 0.000227965 
