  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0306627,  Residual: 0.00127599 
  1 TAO,  Function value: 0.0300157,  Residual: 0.00083316 
  2 TAO,  Function value: 0.0292377,  Residual: 0.000364021 
  3 TAO,  Function value: 0.0288158,  Residual: 0.000268681 
  4 TAO,  Function value: 0.0277549,  Residual: 0.000193625 
  5 TAO,  Function value: 0.0261024,  Residual: 0.000174646 
  6 TAO,  Function value: 0.0248917,  Residual: 0.000214131 
  7 TAO,  Function value: 0.0244001,  Residual: 0.000212098 
  8 TAO,  Function value: 0.0238525,  Residual: 0.000161729 
  9 TAO,  Function value: 0.0233549,  Residual: 0.000115773 
 10 TAO,  Function value: 0.0230433,  Residual: 0.0001303 
 11 TAO,  Function value: 0.0227707,  Residual: 9.2051e-05 
 12 TAO,  Function value: 0.0225524,  Residual: 9.1761e-05 
 13 TAO,  Function value: 0.0224006,  Residual: 9.09583e-05 
 14 TAO,  Function value: 0.0222287,  Residual: 6.83386e-05 
 15 TAO,  Function value: 0.0220548,  Residual: 7.60415e-05 
 16 TAO,  Function value: 0.0218795,  Residual: 7.27961e-05 
 17 TAO,  Function value: 0.0217341,  Residual: 7.38542e-05 
 18 TAO,  Function value: 0.0216522,  Residual: 7.41053e-05 
 19 TAO,  Function value: 0.0215524,  Residual: 6.23691e-05 
 20 TAO,  Function value: 0.0214921,  Residual: 6.81347e-05 
 21 TAO,  Function value: 0.0213854,  Residual: 5.50419e-05 
 22 TAO,  Function value: 0.0213051,  Residual: 4.91366e-05 
 23 TAO,  Function value: 0.0212195,  Residual: 4.22324e-05 
 24 TAO,  Function value: 0.0211455,  Residual: 3.77185e-05 
 25 TAO,  Function value: 0.0211057,  Residual: 3.38449e-05 
 26 TAO,  Function value: 0.0210767,  Residual: 3.28536e-05 
 27 TAO,  Function value: 0.0210467,  Residual: 3.15086e-05 
 28 TAO,  Function value: 0.0210232,  Residual: 3.10937e-05 
 29 TAO,  Function value: 0.0209998,  Residual: 3.48103e-05 
 30 TAO,  Function value: 0.0209784,  Residual: 2.28053e-05 
 31 TAO,  Function value: 0.0209557,  Residual: 2.01125e-05 
 32 TAO,  Function value: 0.0209297,  Residual: 2.29037e-05 
