  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0306607,  Residual: 0.00131743 
  1 TAO,  Function value: 0.0299794,  Residual: 0.000836994 
  2 TAO,  Function value: 0.029227,  Residual: 0.000373928 
  3 TAO,  Function value: 0.0287946,  Residual: 0.000276412 
  4 TAO,  Function value: 0.0277016,  Residual: 0.000200718 
  5 TAO,  Function value: 0.0260116,  Residual: 0.000190064 
  6 TAO,  Function value: 0.0248899,  Residual: 0.00021734 
  7 TAO,  Function value: 0.0243859,  Residual: 0.000218528 
  8 TAO,  Function value: 0.0238626,  Residual: 0.000182254 
  9 TAO,  Function value: 0.0233549,  Residual: 0.00012011 
 10 TAO,  Function value: 0.0230374,  Residual: 0.000134279 
 11 TAO,  Function value: 0.0228049,  Residual: 0.000118213 
 12 TAO,  Function value: 0.0225674,  Residual: 9.12955e-05 
 13 TAO,  Function value: 0.0224275,  Residual: 0.000104235 
 14 TAO,  Function value: 0.0222058,  Residual: 7.36854e-05 
 15 TAO,  Function value: 0.0220243,  Residual: 6.94612e-05 
 16 TAO,  Function value: 0.0218412,  Residual: 8.04835e-05 
 17 TAO,  Function value: 0.021712,  Residual: 6.65488e-05 
 18 TAO,  Function value: 0.0216557,  Residual: 6.83598e-05 
 19 TAO,  Function value: 0.0215499,  Residual: 6.7047e-05 
 20 TAO,  Function value: 0.0214618,  Residual: 6.61153e-05 
 21 TAO,  Function value: 0.021404,  Residual: 6.09806e-05 
 22 TAO,  Function value: 0.0213563,  Residual: 5.82457e-05 
 23 TAO,  Function value: 0.0213182,  Residual: 5.35184e-05 
 24 TAO,  Function value: 0.0212724,  Residual: 5.11179e-05 
 25 TAO,  Function value: 0.0211789,  Residual: 4.20553e-05 
 26 TAO,  Function value: 0.0210934,  Residual: 3.54485e-05 
 27 TAO,  Function value: 0.0210485,  Residual: 3.32165e-05 
 28 TAO,  Function value: 0.0210209,  Residual: 3.21874e-05 
 29 TAO,  Function value: 0.0209843,  Residual: 3.17669e-05 
 30 TAO,  Function value: 0.0209584,  Residual: 4.17425e-05 
 31 TAO,  Function value: 0.0209216,  Residual: 3.27144e-05 
 32 TAO,  Function value: 0.0208959,  Residual: 2.85606e-05 
 33 TAO,  Function value: 0.0208601,  Residual: 2.34108e-05 
 34 TAO,  Function value: 0.0208341,  Residual: 2.85886e-05 
 35 TAO,  Function value: 0.0208182,  Residual: 2.03711e-05 
 36 TAO,  Function value: 0.0208011,  Residual: 1.58559e-05 
 37 TAO,  Function value: 0.020784,  Residual: 1.44829e-05 
 38 TAO,  Function value: 0.0207744,  Residual: 1.50057e-05 
 39 TAO,  Function value: 0.0207685,  Residual: 1.22569e-05 
 40 TAO,  Function value: 0.0207611,  Residual: 9.83271e-06 
 41 TAO,  Function value: 0.0207578,  Residual: 1.17553e-05 
 42 TAO,  Function value: 0.0207524,  Residual: 6.97331e-06 
 43 TAO,  Function value: 0.0207495,  Residual: 4.7172e-06 
 44 TAO,  Function value: 0.0207466,  Residual: 5.37432e-06 
 45 TAO,  Function value: 0.0207443,  Residual: 4.70247e-06 
 46 TAO,  Function value: 0.020743,  Residual: 4.0013e-06 
 47 TAO,  Function value: 0.0207419,  Residual: 3.30316e-06 
 48 TAO,  Function value: 0.0207414,  Residual: 5.05711e-06 
 49 TAO,  Function value: 0.0207405,  Residual: 3.14218e-06 
 50 TAO,  Function value: 0.0207397,  Residual: 2.77159e-06 
 51 TAO,  Function value: 0.0207391,  Residual: 4.73952e-06 
 52 TAO,  Function value: 0.020738,  Residual: 3.79929e-06 
 53 TAO,  Function value: 0.0207376,  Residual: 3.11223e-06 
 54 TAO,  Function value: 0.0207372,  Residual: 2.87033e-06 
 55 TAO,  Function value: 0.0207368,  Residual: 2.88525e-06 
 56 TAO,  Function value: 0.0207366,  Residual: 3.18469e-06 
 57 TAO,  Function value: 0.0207361,  Residual: 2.38697e-06 
 58 TAO,  Function value: 0.0207356,  Residual: 2.42173e-06 
 59 TAO,  Function value: 0.0207353,  Residual: 2.24438e-06 
 60 TAO,  Function value: 0.020735,  Residual: 2.60216e-06 
 61 TAO,  Function value: 0.0207346,  Residual: 2.5917e-06 
 62 TAO,  Function value: 0.0207342,  Residual: 4.17751e-06 
 63 TAO,  Function value: 0.0207334,  Residual: 3.61825e-06 
 64 TAO,  Function value: 0.0207332,  Residual: 4.3597e-06 
 65 TAO,  Function value: 0.0207326,  Residual: 3.34096e-06 
 66 TAO,  Function value: 0.0207323,  Residual: 3.68489e-06 
 67 TAO,  Function value: 0.0207323,  Residual: 4.09714e-06 
 68 TAO,  Function value: 0.0207316,  Residual: 3.29566e-06 
 69 TAO,  Function value: 0.0207308,  Residual: 2.85287e-06 
 70 TAO,  Function value: 0.0207302,  Residual: 4.34506e-06 
 71 TAO,  Function value: 0.02073,  Residual: 5.29386e-06 
 72 TAO,  Function value: 0.0207293,  Residual: 5.1772e-06 
 73 TAO,  Function value: 0.0207285,  Residual: 5.14991e-06 
 74 TAO,  Function value: 0.0207282,  Residual: 5.22574e-06 
 75 TAO,  Function value: 0.020728,  Residual: 5.12044e-06 
 76 TAO,  Function value: 0.0207271,  Residual: 3.9663e-06 
 77 TAO,  Function value: 0.0207258,  Residual: 3.69981e-06 
 78 TAO,  Function value: 0.0207256,  Residual: 4.38829e-06 
 79 TAO,  Function value: 0.0207254,  Residual: 4.00254e-06 
 80 TAO,  Function value: 0.0207244,  Residual: 3.1162e-06 
 81 TAO,  Function value: 0.0207238,  Residual: 5.67787e-06 
 82 TAO,  Function value: 0.0207229,  Residual: 4.35823e-06 
 83 TAO,  Function value: 0.0207222,  Residual: 3.51602e-06 
 84 TAO,  Function value: 0.0207213,  Residual: 3.74639e-06 
 85 TAO,  Function value: 0.0207203,  Residual: 4.22046e-06 
 86 TAO,  Function value: 0.0207197,  Residual: 5.33409e-06 
 87 TAO,  Function value: 0.020719,  Residual: 6.89638e-06 
 88 TAO,  Function value: 0.0207188,  Residual: 6.83012e-06 
