  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0306522,  Residual: 0.00149453 
  1 TAO,  Function value: 0.0304407,  Residual: 0.00134153 
  2 TAO,  Function value: 0.0292063,  Residual: 0.000407424 
  3 TAO,  Function value: 0.0288874,  Residual: 0.000315019 
  4 TAO,  Function value: 0.0278414,  Residual: 0.000227063 
  5 TAO,  Function value: 0.0261876,  Residual: 0.000200555 
  6 TAO,  Function value: 0.025852,  Residual: 0.00151619 
  7 TAO,  Function value: 0.0247583,  Residual: 0.000183142 
  8 TAO,  Function value: 0.0244062,  Residual: 0.00019301 
  9 TAO,  Function value: 0.0239819,  Residual: 0.000233582 
 10 TAO,  Function value: 0.0234732,  Residual: 0.000144351 
 11 TAO,  Function value: 0.0229667,  Residual: 0.000118102 
 12 TAO,  Function value: 0.0226992,  Residual: 0.000111774 
 13 TAO,  Function value: 0.0225136,  Residual: 8.58002e-05 
 14 TAO,  Function value: 0.0224543,  Residual: 0.000121621 
 15 TAO,  Function value: 0.0223432,  Residual: 9.79971e-05 
 16 TAO,  Function value: 0.022258,  Residual: 8.8459e-05 
 17 TAO,  Function value: 0.0221331,  Residual: 0.000101408 
 18 TAO,  Function value: 0.0220931,  Residual: 0.000138549 
 19 TAO,  Function value: 0.0219624,  Residual: 8.50479e-05 
 20 TAO,  Function value: 0.0218469,  Residual: 7.5119e-05 
 21 TAO,  Function value: 0.0216547,  Residual: 9.17361e-05 
 22 TAO,  Function value: 0.0215181,  Residual: 6.53655e-05 
 23 TAO,  Function value: 0.0214582,  Residual: 6.30733e-05 
 24 TAO,  Function value: 0.0213199,  Residual: 5.12105e-05 
 25 TAO,  Function value: 0.0211905,  Residual: 4.94453e-05 
 26 TAO,  Function value: 0.0211581,  Residual: 5.00061e-05 
 27 TAO,  Function value: 0.0211047,  Residual: 3.7382e-05 
 28 TAO,  Function value: 0.0210916,  Residual: 4.31381e-05 
 29 TAO,  Function value: 0.0210762,  Residual: 3.8014e-05 
 30 TAO,  Function value: 0.0210557,  Residual: 4.35068e-05 
 31 TAO,  Function value: 0.0210288,  Residual: 3.2993e-05 
 32 TAO,  Function value: 0.0210001,  Residual: 2.81588e-05 
 33 TAO,  Function value: 0.0209762,  Residual: 3.02866e-05 
 34 TAO,  Function value: 0.0209589,  Residual: 2.77623e-05 
 35 TAO,  Function value: 0.0209488,  Residual: 2.95293e-05 
 36 TAO,  Function value: 0.0209357,  Residual: 2.33155e-05 
 37 TAO,  Function value: 0.0209192,  Residual: 2.4758e-05 
 38 TAO,  Function value: 0.0209006,  Residual: 2.38558e-05 
 39 TAO,  Function value: 0.0208791,  Residual: 2.34269e-05 
 40 TAO,  Function value: 0.0208605,  Residual: 1.88013e-05 
 41 TAO,  Function value: 0.0208419,  Residual: 2.01533e-05 
 42 TAO,  Function value: 0.0208402,  Residual: 1.78771e-05 
 43 TAO,  Function value: 0.0208402,  Residual: 1.80727e-05 
 44 TAO,  Function value: 0.0208354,  Residual: 1.60661e-05 
 45 TAO,  Function value: 0.0208228,  Residual: 1.23522e-05 
 46 TAO,  Function value: 0.0208141,  Residual: 1.45068e-05 
 47 TAO,  Function value: 0.0208079,  Residual: 1.01584e-05 
 48 TAO,  Function value: 0.0208027,  Residual: 8.40944e-06 
 49 TAO,  Function value: 0.020797,  Residual: 8.79417e-06 
 50 TAO,  Function value: 0.0207927,  Residual: 7.12912e-06 
 51 TAO,  Function value: 0.0207901,  Residual: 7.75057e-06 
 52 TAO,  Function value: 0.0207874,  Residual: 7.1275e-06 
 53 TAO,  Function value: 0.0207856,  Residual: 9.14961e-06 
 54 TAO,  Function value: 0.0207826,  Residual: 7.44574e-06 
 55 TAO,  Function value: 0.0207797,  Residual: 7.7506e-06 
 56 TAO,  Function value: 0.020778,  Residual: 7.68628e-06 
 57 TAO,  Function value: 0.0207765,  Residual: 8.22276e-06 
 58 TAO,  Function value: 0.0207754,  Residual: 8.42779e-06 
 59 TAO,  Function value: 0.0207737,  Residual: 8.95109e-06 
 60 TAO,  Function value: 0.0207723,  Residual: 9.84818e-06 
 61 TAO,  Function value: 0.0207709,  Residual: 1.07978e-05 
 62 TAO,  Function value: 0.0207695,  Residual: 1.06072e-05 
 63 TAO,  Function value: 0.0207665,  Residual: 9.86601e-06 
 64 TAO,  Function value: 0.0207636,  Residual: 8.73378e-06 
 65 TAO,  Function value: 0.020761,  Residual: 8.60744e-06 
 66 TAO,  Function value: 0.0207585,  Residual: 8.60626e-06 
 67 TAO,  Function value: 0.0207553,  Residual: 7.88264e-06 
 68 TAO,  Function value: 0.0207529,  Residual: 7.12925e-06 
 69 TAO,  Function value: 0.0207521,  Residual: 8.36857e-06 
 70 TAO,  Function value: 0.0207519,  Residual: 8.21064e-06 
 71 TAO,  Function value: 0.020751,  Residual: 7.49284e-06 
 72 TAO,  Function value: 0.0207486,  Residual: 5.75992e-06 
 73 TAO,  Function value: 0.0207462,  Residual: 4.94324e-06 
 74 TAO,  Function value: 0.0207449,  Residual: 4.93711e-06 
 75 TAO,  Function value: 0.0207432,  Residual: 3.57162e-06 
 76 TAO,  Function value: 0.0207419,  Residual: 5.39487e-06 
 77 TAO,  Function value: 0.0207404,  Residual: 4.13167e-06 
 78 TAO,  Function value: 0.0207388,  Residual: 5.95938e-06 
 79 TAO,  Function value: 0.0207373,  Residual: 4.6443e-06 
 80 TAO,  Function value: 0.0207364,  Residual: 4.81857e-06 
 81 TAO,  Function value: 0.0207359,  Residual: 5.46256e-06 
 82 TAO,  Function value: 0.0207351,  Residual: 5.30097e-06 
 83 TAO,  Function value: 0.0207346,  Residual: 5.92494e-06 
 84 TAO,  Function value: 0.0207341,  Residual: 6.08237e-06 
 85 TAO,  Function value: 0.0207338,  Residual: 5.69693e-06 
 86 TAO,  Function value: 0.0207335,  Residual: 5.56112e-06 
 87 TAO,  Function value: 0.0207322,  Residual: 4.07872e-06 
