  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0295431,  Residual: 0.000739065 
  1 TAO,  Function value: 0.0293013,  Residual: 0.000585529 
  2 TAO,  Function value: 0.0284849,  Residual: 0.000327395 
  3 TAO,  Function value: 0.0277009,  Residual: 0.000227025 
  4 TAO,  Function value: 0.0263324,  Residual: 0.000170944 
  5 TAO,  Function value: 0.0246947,  Residual: 0.000244116 
  6 TAO,  Function value: 0.0241711,  Residual: 0.000359739 
  7 TAO,  Function value: 0.0234194,  Residual: 0.000143512 
  8 TAO,  Function value: 0.0231115,  Residual: 0.000118471 
  9 TAO,  Function value: 0.0227863,  Residual: 0.000112466 
 10 TAO,  Function value: 0.0225229,  Residual: 9.83904e-05 
 11 TAO,  Function value: 0.0223061,  Residual: 9.95089e-05 
 12 TAO,  Function value: 0.0221052,  Residual: 0.000100976 
 13 TAO,  Function value: 0.021931,  Residual: 8.64205e-05 
 14 TAO,  Function value: 0.0218149,  Residual: 0.000119977 
 15 TAO,  Function value: 0.0217552,  Residual: 0.000101783 
 16 TAO,  Function value: 0.0216749,  Residual: 8.60763e-05 
 17 TAO,  Function value: 0.0216138,  Residual: 9.56883e-05 
 18 TAO,  Function value: 0.0214604,  Residual: 7.30071e-05 
 19 TAO,  Function value: 0.0213621,  Residual: 7.31871e-05 
 20 TAO,  Function value: 0.0212414,  Residual: 6.44701e-05 
 21 TAO,  Function value: 0.0211367,  Residual: 5.69077e-05 
 22 TAO,  Function value: 0.0210354,  Residual: 5.31071e-05 
 23 TAO,  Function value: 0.0209365,  Residual: 4.12383e-05 
 24 TAO,  Function value: 0.0208896,  Residual: 3.48624e-05 
 25 TAO,  Function value: 0.0208549,  Residual: 2.96853e-05 
 26 TAO,  Function value: 0.0208161,  Residual: 2.26222e-05 
 27 TAO,  Function value: 0.0207966,  Residual: 2.26256e-05 
 28 TAO,  Function value: 0.0207835,  Residual: 1.46309e-05 
 29 TAO,  Function value: 0.0207758,  Residual: 1.05951e-05 
 30 TAO,  Function value: 0.0207668,  Residual: 8.45992e-06 
 31 TAO,  Function value: 0.02076,  Residual: 1.04532e-05 
 32 TAO,  Function value: 0.0207541,  Residual: 8.53199e-06 
 33 TAO,  Function value: 0.0207481,  Residual: 8.58197e-06 
 34 TAO,  Function value: 0.0207461,  Residual: 1.10449e-05 
 35 TAO,  Function value: 0.0207453,  Residual: 8.97677e-06 
 36 TAO,  Function value: 0.0207438,  Residual: 6.74693e-06 
 37 TAO,  Function value: 0.0207424,  Residual: 8.16192e-06 
 38 TAO,  Function value: 0.0207408,  Residual: 6.43546e-06 
 39 TAO,  Function value: 0.0207379,  Residual: 4.28846e-06 
 40 TAO,  Function value: 0.0207362,  Residual: 3.63367e-06 
 41 TAO,  Function value: 0.0207347,  Residual: 4.23877e-06 
 42 TAO,  Function value: 0.020734,  Residual: 6.35396e-06 
 43 TAO,  Function value: 0.0207331,  Residual: 5.87781e-06 
 44 TAO,  Function value: 0.0207321,  Residual: 5.02533e-06 
 45 TAO,  Function value: 0.0207306,  Residual: 5.94945e-06 
 46 TAO,  Function value: 0.0207298,  Residual: 6.78977e-06 
 47 TAO,  Function value: 0.0207292,  Residual: 7.98209e-06 
 48 TAO,  Function value: 0.0207278,  Residual: 8.40292e-06 
 49 TAO,  Function value: 0.0207265,  Residual: 7.9256e-06 
 50 TAO,  Function value: 0.0207253,  Residual: 8.77499e-06 
 51 TAO,  Function value: 0.020725,  Residual: 8.59424e-06 
 52 TAO,  Function value: 0.020723,  Residual: 7.92229e-06 
 53 TAO,  Function value: 0.020719,  Residual: 6.90463e-06 
