  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0295824,  Residual: 0.000668321 
  1 TAO,  Function value: 0.0293785,  Residual: 0.000557146 
  2 TAO,  Function value: 0.028501,  Residual: 0.00029087 
  3 TAO,  Function value: 0.0277819,  Residual: 0.000206216 
  4 TAO,  Function value: 0.0264279,  Residual: 0.000152423 
  5 TAO,  Function value: 0.0247795,  Residual: 0.000188472 
  6 TAO,  Function value: 0.0246249,  Residual: 0.000565822 
  7 TAO,  Function value: 0.0236338,  Residual: 0.000141849 
  8 TAO,  Function value: 0.0233343,  Residual: 0.000114411 
  9 TAO,  Function value: 0.0228849,  Residual: 0.000112492 
 10 TAO,  Function value: 0.0225288,  Residual: 8.73971e-05 
 11 TAO,  Function value: 0.0223216,  Residual: 7.55642e-05 
 12 TAO,  Function value: 0.0221633,  Residual: 9.98178e-05 
 13 TAO,  Function value: 0.0220154,  Residual: 7.17696e-05 
 14 TAO,  Function value: 0.0219256,  Residual: 7.97489e-05 
 15 TAO,  Function value: 0.0217733,  Residual: 6.69762e-05 
 16 TAO,  Function value: 0.0216719,  Residual: 7.80049e-05 
 17 TAO,  Function value: 0.0216008,  Residual: 7.71166e-05 
 18 TAO,  Function value: 0.0215451,  Residual: 8.47464e-05 
 19 TAO,  Function value: 0.0215087,  Residual: 7.82513e-05 
 20 TAO,  Function value: 0.021463,  Residual: 7.24553e-05 
 21 TAO,  Function value: 0.0213843,  Residual: 6.56309e-05 
 22 TAO,  Function value: 0.0212161,  Residual: 7.35167e-05 
 23 TAO,  Function value: 0.0211354,  Residual: 7.60528e-05 
 24 TAO,  Function value: 0.0210546,  Residual: 5.10507e-05 
 25 TAO,  Function value: 0.0209624,  Residual: 4.18509e-05 
 26 TAO,  Function value: 0.0208673,  Residual: 5.81848e-05 
 27 TAO,  Function value: 0.0208432,  Residual: 3.3786e-05 
 28 TAO,  Function value: 0.0208176,  Residual: 2.7933e-05 
 29 TAO,  Function value: 0.020778,  Residual: 5.4935e-05 
 30 TAO,  Function value: 0.0207635,  Residual: 2.63472e-05 
 31 TAO,  Function value: 0.0207538,  Residual: 1.51304e-05 
 32 TAO,  Function value: 0.0207438,  Residual: 1.23248e-05 
 33 TAO,  Function value: 0.0207261,  Residual: 1.38195e-05 
 34 TAO,  Function value: 0.0207151,  Residual: 1.3213e-05 
 35 TAO,  Function value: 0.0207075,  Residual: 1.2295e-05 
 36 TAO,  Function value: 0.0207005,  Residual: 9.62138e-06 
 37 TAO,  Function value: 0.0206965,  Residual: 6.63921e-06 
 38 TAO,  Function value: 0.0206944,  Residual: 6.45173e-06 
 39 TAO,  Function value: 0.0206923,  Residual: 4.93231e-06 
 40 TAO,  Function value: 0.0206903,  Residual: 4.33121e-06 
 41 TAO,  Function value: 0.0206888,  Residual: 4.25162e-06 
 42 TAO,  Function value: 0.0206884,  Residual: 5.03269e-06 
 43 TAO,  Function value: 0.0206881,  Residual: 4.4301e-06 
 44 TAO,  Function value: 0.0206876,  Residual: 4.18973e-06 
 45 TAO,  Function value: 0.0206864,  Residual: 3.9839e-06 
 46 TAO,  Function value: 0.0206851,  Residual: 4.73895e-06 
 47 TAO,  Function value: 0.0206843,  Residual: 5.11868e-06 
 48 TAO,  Function value: 0.0206835,  Residual: 4.97352e-06 
 49 TAO,  Function value: 0.020682,  Residual: 5.37298e-06 
 50 TAO,  Function value: 0.0206816,  Residual: 7.81981e-06 
 51 TAO,  Function value: 0.0206814,  Residual: 7.53741e-06 
 52 TAO,  Function value: 0.0206813,  Residual: 8.14462e-06 
 53 TAO,  Function value: 0.0206801,  Residual: 7.92131e-06 
 54 TAO,  Function value: 0.0206784,  Residual: 7.478e-06 
 55 TAO,  Function value: 0.0206779,  Residual: 1.16387e-05 
 56 TAO,  Function value: 0.0206719,  Residual: 9.14435e-06 
 57 TAO,  Function value: 0.0206695,  Residual: 5.61937e-06 
 58 TAO,  Function value: 0.0206689,  Residual: 5.88773e-06 
 59 TAO,  Function value: 0.0206669,  Residual: 4.70399e-06 
 60 TAO,  Function value: 0.0206665,  Residual: 6.77242e-06 
 61 TAO,  Function value: 0.020664,  Residual: 4.03815e-06 
 62 TAO,  Function value: 0.0206625,  Residual: 3.59695e-06 
 63 TAO,  Function value: 0.0206622,  Residual: 5.72347e-06 
 64 TAO,  Function value: 0.0206618,  Residual: 5.84656e-06 
 65 TAO,  Function value: 0.0206611,  Residual: 4.16219e-06 
 66 TAO,  Function value: 0.0206605,  Residual: 3.3747e-06 
 67 TAO,  Function value: 0.0206597,  Residual: 3.04192e-06 
 68 TAO,  Function value: 0.0206591,  Residual: 3.47333e-06 
 69 TAO,  Function value: 0.0206584,  Residual: 2.7915e-06 
 70 TAO,  Function value: 0.0206576,  Residual: 2.59916e-06 
 71 TAO,  Function value: 0.0206571,  Residual: 2.97414e-06 
 72 TAO,  Function value: 0.0206567,  Residual: 3.25147e-06 
 73 TAO,  Function value: 0.0206565,  Residual: 3.25395e-06 
 74 TAO,  Function value: 0.0206558,  Residual: 2.91864e-06 
 75 TAO,  Function value: 0.0206553,  Residual: 2.83055e-06 
 76 TAO,  Function value: 0.0206551,  Residual: 2.61698e-06 
 77 TAO,  Function value: 0.0206551,  Residual: 2.60719e-06 
 78 TAO,  Function value: 0.020655,  Residual: 2.44471e-06 
 79 TAO,  Function value: 0.0206546,  Residual: 1.89504e-06 
 80 TAO,  Function value: 0.0206542,  Residual: 1.39365e-06 
 81 TAO,  Function value: 0.020654,  Residual: 1.19201e-06 
 82 TAO,  Function value: 0.0206538,  Residual: 1.23411e-06 
 83 TAO,  Function value: 0.0206536,  Residual: 1.28144e-06 
