  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0334678,  Residual: 0.000573905 
  1 TAO,  Function value: 0.0328902,  Residual: 0.000430448 
  2 TAO,  Function value: 0.0314768,  Residual: 0.000279836 
  3 TAO,  Function value: 0.0301231,  Residual: 0.000230042 
  4 TAO,  Function value: 0.0285467,  Residual: 0.00027613 
  5 TAO,  Function value: 0.0275167,  Residual: 0.000252509 
  6 TAO,  Function value: 0.0269448,  Residual: 0.000166975 
  7 TAO,  Function value: 0.0263964,  Residual: 0.00015881 
  8 TAO,  Function value: 0.0259249,  Residual: 0.000254233 
  9 TAO,  Function value: 0.0251865,  Residual: 0.000184044 
 10 TAO,  Function value: 0.0247368,  Residual: 0.00016428 
 11 TAO,  Function value: 0.0244894,  Residual: 0.000163691 
 12 TAO,  Function value: 0.0242801,  Residual: 0.000119314 
 13 TAO,  Function value: 0.024106,  Residual: 0.000115401 
 14 TAO,  Function value: 0.0239287,  Residual: 0.000125911 
 15 TAO,  Function value: 0.0238421,  Residual: 0.000114736 
 16 TAO,  Function value: 0.0237864,  Residual: 9.49032e-05 
 17 TAO,  Function value: 0.0237037,  Residual: 9.01347e-05 
 18 TAO,  Function value: 0.023555,  Residual: 8.59076e-05 
 19 TAO,  Function value: 0.0235491,  Residual: 0.000209592 
 20 TAO,  Function value: 0.023405,  Residual: 5.60195e-05 
 21 TAO,  Function value: 0.0233795,  Residual: 4.87056e-05 
 22 TAO,  Function value: 0.0232943,  Residual: 9.6198e-05 
 23 TAO,  Function value: 0.0232352,  Residual: 6.7973e-05 
 24 TAO,  Function value: 0.0231852,  Residual: 5.07443e-05 
 25 TAO,  Function value: 0.0231555,  Residual: 4.55387e-05 
 26 TAO,  Function value: 0.0231134,  Residual: 6.18669e-05 
 27 TAO,  Function value: 0.0230854,  Residual: 5.5692e-05 
 28 TAO,  Function value: 0.0230671,  Residual: 4.46898e-05 
 29 TAO,  Function value: 0.0230304,  Residual: 4.22331e-05 
 30 TAO,  Function value: 0.0230012,  Residual: 5.93548e-05 
 31 TAO,  Function value: 0.0229851,  Residual: 6.13117e-05 
 32 TAO,  Function value: 0.02297,  Residual: 5.06979e-05 
 33 TAO,  Function value: 0.0229494,  Residual: 5.53441e-05 
 34 TAO,  Function value: 0.0229184,  Residual: 6.74515e-05 
 35 TAO,  Function value: 0.0228914,  Residual: 6.38311e-05 
 36 TAO,  Function value: 0.0228689,  Residual: 4.99531e-05 
 37 TAO,  Function value: 0.0228433,  Residual: 4.93545e-05 
 38 TAO,  Function value: 0.0227874,  Residual: 6.99127e-05 
 39 TAO,  Function value: 0.0227679,  Residual: 8.74195e-05 
 40 TAO,  Function value: 0.0227344,  Residual: 5.0232e-05 
 41 TAO,  Function value: 0.022707,  Residual: 5.56407e-05 
 42 TAO,  Function value: 0.0226365,  Residual: 9.29448e-05 
 43 TAO,  Function value: 0.0225887,  Residual: 9.7136e-05 
 44 TAO,  Function value: 0.0225381,  Residual: 9.61813e-05 
 45 TAO,  Function value: 0.0224975,  Residual: 4.34265e-05 
 46 TAO,  Function value: 0.0224809,  Residual: 3.64783e-05 
 47 TAO,  Function value: 0.0224674,  Residual: 3.32285e-05 
 48 TAO,  Function value: 0.0224522,  Residual: 2.53045e-05 
 49 TAO,  Function value: 0.0224416,  Residual: 2.23074e-05 
 50 TAO,  Function value: 0.0224331,  Residual: 1.86825e-05 
 51 TAO,  Function value: 0.0224269,  Residual: 2.13979e-05 
 52 TAO,  Function value: 0.0224222,  Residual: 1.66061e-05 
 53 TAO,  Function value: 0.0224188,  Residual: 1.30337e-05 
 54 TAO,  Function value: 0.0224148,  Residual: 1.48664e-05 
 55 TAO,  Function value: 0.0224128,  Residual: 2.2916e-05 
 56 TAO,  Function value: 0.0224104,  Residual: 1.15237e-05 
 57 TAO,  Function value: 0.0224083,  Residual: 1.02648e-05 
 58 TAO,  Function value: 0.0224063,  Residual: 1.15129e-05 
 59 TAO,  Function value: 0.0224037,  Residual: 1.65052e-05 
 60 TAO,  Function value: 0.0224025,  Residual: 1.72546e-05 
 61 TAO,  Function value: 0.022401,  Residual: 7.03698e-06 
 62 TAO,  Function value: 0.0224002,  Residual: 6.76775e-06 
 63 TAO,  Function value: 0.022399,  Residual: 8.81832e-06 
 64 TAO,  Function value: 0.0223978,  Residual: 1.60904e-05 
 65 TAO,  Function value: 0.0223964,  Residual: 7.77354e-06 
 66 TAO,  Function value: 0.0223956,  Residual: 5.98526e-06 
