  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0324362,  Residual: 0.000529344 
  1 TAO,  Function value: 0.0319492,  Residual: 0.000392347 
  2 TAO,  Function value: 0.0307771,  Residual: 0.000252742 
  3 TAO,  Function value: 0.0294775,  Residual: 0.000196359 
  4 TAO,  Function value: 0.0279304,  Residual: 0.000226397 
  5 TAO,  Function value: 0.0268341,  Residual: 0.000240594 
  6 TAO,  Function value: 0.0261553,  Residual: 0.000152913 
  7 TAO,  Function value: 0.0256654,  Residual: 0.000145147 
  8 TAO,  Function value: 0.0250107,  Residual: 0.000204022 
  9 TAO,  Function value: 0.0244744,  Residual: 0.000201803 
 10 TAO,  Function value: 0.0240846,  Residual: 0.000149961 
 11 TAO,  Function value: 0.0238735,  Residual: 0.000111906 
 12 TAO,  Function value: 0.0237497,  Residual: 0.000102419 
 13 TAO,  Function value: 0.0236164,  Residual: 9.92211e-05 
 14 TAO,  Function value: 0.0234471,  Residual: 8.82207e-05 
 15 TAO,  Function value: 0.0233258,  Residual: 9.87388e-05 
 16 TAO,  Function value: 0.0232318,  Residual: 6.41309e-05 
 17 TAO,  Function value: 0.0231717,  Residual: 5.84858e-05 
 18 TAO,  Function value: 0.0230651,  Residual: 6.38798e-05 
 19 TAO,  Function value: 0.0230284,  Residual: 0.000122148 
 20 TAO,  Function value: 0.0229675,  Residual: 5.50603e-05 
 21 TAO,  Function value: 0.0229403,  Residual: 4.74246e-05 
 22 TAO,  Function value: 0.0228434,  Residual: 5.16731e-05 
 23 TAO,  Function value: 0.0228215,  Residual: 9.91793e-05 
 24 TAO,  Function value: 0.0227772,  Residual: 4.66058e-05 
 25 TAO,  Function value: 0.0227495,  Residual: 4.11108e-05 
 26 TAO,  Function value: 0.0226763,  Residual: 6.58202e-05 
 27 TAO,  Function value: 0.0226222,  Residual: 5.9168e-05 
 28 TAO,  Function value: 0.0225712,  Residual: 5.33675e-05 
 29 TAO,  Function value: 0.0225639,  Residual: 5.98877e-05 
 30 TAO,  Function value: 0.0225621,  Residual: 5.09332e-05 
 31 TAO,  Function value: 0.0225608,  Residual: 5.0175e-05 
 32 TAO,  Function value: 0.0225578,  Residual: 0.000195023 
 33 TAO,  Function value: 0.0225313,  Residual: 0.000156018 
 34 TAO,  Function value: 0.0225142,  Residual: 0.00014966 
 35 TAO,  Function value: 0.0225058,  Residual: 0.000143255 
 36 TAO,  Function value: 0.0225038,  Residual: 0.000142963 
 37 TAO,  Function value: 0.0224497,  Residual: 8.136e-05 
 38 TAO,  Function value: 0.022433,  Residual: 3.36384e-05 
 39 TAO,  Function value: 0.0224301,  Residual: 3.21852e-05 
 40 TAO,  Function value: 0.0224118,  Residual: 4.96403e-05 
 41 TAO,  Function value: 0.0223929,  Residual: 3.80144e-05 
 42 TAO,  Function value: 0.0223728,  Residual: 3.34562e-05 
 43 TAO,  Function value: 0.0223481,  Residual: 3.47513e-05 
 44 TAO,  Function value: 0.0223314,  Residual: 5.18392e-05 
 45 TAO,  Function value: 0.0223141,  Residual: 3.21816e-05 
 46 TAO,  Function value: 0.0222995,  Residual: 3.24471e-05 
 47 TAO,  Function value: 0.0222541,  Residual: 6.20635e-05 
 48 TAO,  Function value: 0.0222404,  Residual: 5.53351e-05 
 49 TAO,  Function value: 0.0222354,  Residual: 7.17905e-05 
 50 TAO,  Function value: 0.0222041,  Residual: 4.0282e-05 
 51 TAO,  Function value: 0.0221921,  Residual: 4.76983e-05 
 52 TAO,  Function value: 0.0221842,  Residual: 3.57859e-05 
 53 TAO,  Function value: 0.0221562,  Residual: 2.25388e-05 
 54 TAO,  Function value: 0.0221385,  Residual: 2.09533e-05 
 55 TAO,  Function value: 0.0221335,  Residual: 3.91712e-05 
 56 TAO,  Function value: 0.0221252,  Residual: 1.36027e-05 
 57 TAO,  Function value: 0.0221227,  Residual: 1.20636e-05 
 58 TAO,  Function value: 0.0221165,  Residual: 1.59927e-05 
 59 TAO,  Function value: 0.0221125,  Residual: 1.93039e-05 
 60 TAO,  Function value: 0.0221095,  Residual: 1.20671e-05 
 61 TAO,  Function value: 0.0221077,  Residual: 8.58375e-06 
 62 TAO,  Function value: 0.0221049,  Residual: 8.3302e-06 
 63 TAO,  Function value: 0.0221033,  Residual: 1.30071e-05 
 64 TAO,  Function value: 0.0221018,  Residual: 7.18049e-06 
 65 TAO,  Function value: 0.0221008,  Residual: 6.2879e-06 
 66 TAO,  Function value: 0.0220993,  Residual: 7.85685e-06 
 67 TAO,  Function value: 0.0220984,  Residual: 1.44111e-05 
 68 TAO,  Function value: 0.0220972,  Residual: 6.55212e-06 
 69 TAO,  Function value: 0.0220964,  Residual: 6.08438e-06 
 70 TAO,  Function value: 0.0220953,  Residual: 7.91256e-06 
 71 TAO,  Function value: 0.0220938,  Residual: 1.20967e-05 
 72 TAO,  Function value: 0.0220928,  Residual: 1.16095e-05 
 73 TAO,  Function value: 0.0220919,  Residual: 7.01607e-06 
 74 TAO,  Function value: 0.0220911,  Residual: 7.40326e-06 
 75 TAO,  Function value: 0.0220901,  Residual: 9.23343e-06 
 76 TAO,  Function value: 0.0220889,  Residual: 9.17801e-06 
 77 TAO,  Function value: 0.0220888,  Residual: 1.38852e-05 
 78 TAO,  Function value: 0.0220877,  Residual: 3.94613e-06 
 79 TAO,  Function value: 0.0220875,  Residual: 3.56129e-06 
 80 TAO,  Function value: 0.0220868,  Residual: 5.13178e-06 
 81 TAO,  Function value: 0.0220865,  Residual: 8.69676e-06 
 82 TAO,  Function value: 0.0220861,  Residual: 3.91572e-06 
 83 TAO,  Function value: 0.0220858,  Residual: 2.98499e-06 
 84 TAO,  Function value: 0.0220856,  Residual: 3.33585e-06 
 85 TAO,  Function value: 0.0220852,  Residual: 5.38102e-06 
 86 TAO,  Function value: 0.0220849,  Residual: 4.8501e-06 
 87 TAO,  Function value: 0.0220846,  Residual: 3.22901e-06 
 88 TAO,  Function value: 0.0220842,  Residual: 4.24691e-06 
 89 TAO,  Function value: 0.0220838,  Residual: 5.36826e-06 
 90 TAO,  Function value: 0.0220835,  Residual: 9.02816e-06 
 91 TAO,  Function value: 0.0220831,  Residual: 4.11056e-06 
 92 TAO,  Function value: 0.0220829,  Residual: 3.29667e-06 
 93 TAO,  Function value: 0.0220823,  Residual: 3.96883e-06 
 94 TAO,  Function value: 0.0220821,  Residual: 9.85206e-06 
 95 TAO,  Function value: 0.0220817,  Residual: 4.23564e-06 
 96 TAO,  Function value: 0.0220815,  Residual: 3.00124e-06 
 97 TAO,  Function value: 0.0220812,  Residual: 3.48817e-06 
 98 TAO,  Function value: 0.0220809,  Residual: 4.39884e-06 
 99 TAO,  Function value: 0.0220806,  Residual: 2.99525e-06 
100 TAO,  Function value: 0.0220805,  Residual: 2.73565e-06 
101 TAO,  Function value: 0.0220802,  Residual: 3.00899e-06 
102 TAO,  Function value: 0.0220801,  Residual: 4.83076e-06 
103 TAO,  Function value: 0.0220799,  Residual: 2.64135e-06 
104 TAO,  Function value: 0.0220798,  Residual: 2.43537e-06 
105 TAO,  Function value: 0.0220796,  Residual: 2.72213e-06 
106 TAO,  Function value: 0.0220795,  Residual: 5.62839e-06 
107 TAO,  Function value: 0.0220792,  Residual: 2.44144e-06 
108 TAO,  Function value: 0.0220791,  Residual: 2.06596e-06 
109 TAO,  Function value: 0.022079,  Residual: 2.40223e-06 
110 TAO,  Function value: 0.0220789,  Residual: 5.5246e-06 
111 TAO,  Function value: 0.0220787,  Residual: 2.27894e-06 
112 TAO,  Function value: 0.0220787,  Residual: 1.78577e-06 
113 TAO,  Function value: 0.0220786,  Residual: 2.25518e-06 
114 TAO,  Function value: 0.0220784,  Residual: 3.01339e-06 
115 TAO,  Function value: 0.0220783,  Residual: 5.64469e-06 
116 TAO,  Function value: 0.0220781,  Residual: 2.51449e-06 
117 TAO,  Function value: 0.022078,  Residual: 2.3472e-06 
118 TAO,  Function value: 0.0220778,  Residual: 3.09728e-06 
119 TAO,  Function value: 0.0220776,  Residual: 5.61544e-06 
120 TAO,  Function value: 0.0220775,  Residual: 3.02893e-06 
121 TAO,  Function value: 0.0220774,  Residual: 1.9913e-06 
122 TAO,  Function value: 0.0220772,  Residual: 2.06561e-06 
123 TAO,  Function value: 0.0220771,  Residual: 3.25328e-06 
124 TAO,  Function value: 0.0220771,  Residual: 2.29609e-06 
125 TAO,  Function value: 0.022077,  Residual: 1.76614e-06 
126 TAO,  Function value: 0.0220768,  Residual: 2.19146e-06 
127 TAO,  Function value: 0.0220768,  Residual: 3.27896e-06 
128 TAO,  Function value: 0.0220767,  Residual: 1.60979e-06 
129 TAO,  Function value: 0.0220766,  Residual: 1.35496e-06 
130 TAO,  Function value: 0.0220766,  Residual: 1.54156e-06 
131 TAO,  Function value: 0.0220765,  Residual: 2.35425e-06 
