  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0190411,  Residual: 0.000486446 
  1 TAO,  Function value: 0.0186358,  Residual: 0.00034869 
  2 TAO,  Function value: 0.0177494,  Residual: 0.000212895 
  3 TAO,  Function value: 0.0166687,  Residual: 0.000134167 
  4 TAO,  Function value: 0.0154153,  Residual: 7.6709e-05 
  5 TAO,  Function value: 0.0145118,  Residual: 4.35563e-05 
  6 TAO,  Function value: 0.0139679,  Residual: 3.48583e-05 
  7 TAO,  Function value: 0.0136955,  Residual: 4.21926e-05 
  8 TAO,  Function value: 0.0135187,  Residual: 4.03618e-05 
  9 TAO,  Function value: 0.013414,  Residual: 3.99405e-05 
 10 TAO,  Function value: 0.013303,  Residual: 3.30987e-05 
 11 TAO,  Function value: 0.0131815,  Residual: 2.8018e-05 
 12 TAO,  Function value: 0.0130992,  Residual: 2.28706e-05 
 13 TAO,  Function value: 0.0130152,  Residual: 2.37269e-05 
 14 TAO,  Function value: 0.0129569,  Residual: 2.08873e-05 
 15 TAO,  Function value: 0.0129072,  Residual: 1.47858e-05 
 16 TAO,  Function value: 0.0128616,  Residual: 1.48685e-05 
 17 TAO,  Function value: 0.012817,  Residual: 1.75122e-05 
 18 TAO,  Function value: 0.012784,  Residual: 1.42809e-05 
 19 TAO,  Function value: 0.0127558,  Residual: 1.29873e-05 
 20 TAO,  Function value: 0.0127279,  Residual: 1.18974e-05 
 21 TAO,  Function value: 0.0127054,  Residual: 1.10819e-05 
 22 TAO,  Function value: 0.0126878,  Residual: 9.99044e-06 
 23 TAO,  Function value: 0.0126757,  Residual: 8.08053e-06 
 24 TAO,  Function value: 0.0126651,  Residual: 7.76285e-06 
 25 TAO,  Function value: 0.0126556,  Residual: 7.72162e-06 
 26 TAO,  Function value: 0.0126475,  Residual: 7.12493e-06 
 27 TAO,  Function value: 0.012641,  Residual: 5.87566e-06 
 28 TAO,  Function value: 0.0126348,  Residual: 5.63534e-06 
 29 TAO,  Function value: 0.0126283,  Residual: 5.40564e-06 
 30 TAO,  Function value: 0.012623,  Residual: 5.83346e-06 
 31 TAO,  Function value: 0.012618,  Residual: 4.67765e-06 
 32 TAO,  Function value: 0.012613,  Residual: 6.06783e-06 
 33 TAO,  Function value: 0.0126082,  Residual: 5.49836e-06 
 34 TAO,  Function value: 0.0126026,  Residual: 5.66566e-06 
 35 TAO,  Function value: 0.012597,  Residual: 5.71406e-06 
 36 TAO,  Function value: 0.012593,  Residual: 5.14605e-06 
 37 TAO,  Function value: 0.0125898,  Residual: 3.75655e-06 
 38 TAO,  Function value: 0.012587,  Residual: 4.67996e-06 
 39 TAO,  Function value: 0.0125845,  Residual: 3.7578e-06 
 40 TAO,  Function value: 0.0125818,  Residual: 3.83102e-06 
 41 TAO,  Function value: 0.0125795,  Residual: 3.88053e-06 
 42 TAO,  Function value: 0.0125775,  Residual: 3.54087e-06 
 43 TAO,  Function value: 0.0125752,  Residual: 3.80038e-06 
 44 TAO,  Function value: 0.0125739,  Residual: 3.49296e-06 
 45 TAO,  Function value: 0.0125729,  Residual: 2.56987e-06 
 46 TAO,  Function value: 0.0125721,  Residual: 2.53417e-06 
 47 TAO,  Function value: 0.0125715,  Residual: 2.4884e-06 
 48 TAO,  Function value: 0.0125708,  Residual: 2.22583e-06 
 49 TAO,  Function value: 0.0125702,  Residual: 2.11913e-06 
 50 TAO,  Function value: 0.0125696,  Residual: 2.68265e-06 
 51 TAO,  Function value: 0.012569,  Residual: 2.07718e-06 
 52 TAO,  Function value: 0.0125685,  Residual: 2.0047e-06 
 53 TAO,  Function value: 0.012568,  Residual: 2.36881e-06 
 54 TAO,  Function value: 0.0125675,  Residual: 1.73206e-06 
 55 TAO,  Function value: 0.0125671,  Residual: 1.78992e-06 
