  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0205494,  Residual: 0.000479208 
  1 TAO,  Function value: 0.0201576,  Residual: 0.000341102 
  2 TAO,  Function value: 0.0193287,  Residual: 0.000207227 
  3 TAO,  Function value: 0.0183479,  Residual: 0.000129213 
  4 TAO,  Function value: 0.0172645,  Residual: 7.30165e-05 
  5 TAO,  Function value: 0.0164923,  Residual: 4.51124e-05 
  6 TAO,  Function value: 0.0158982,  Residual: 4.13027e-05 
  7 TAO,  Function value: 0.0156074,  Residual: 6.97098e-05 
  8 TAO,  Function value: 0.0154046,  Residual: 4.01316e-05 
  9 TAO,  Function value: 0.0152773,  Residual: 3.11362e-05 
 10 TAO,  Function value: 0.0151299,  Residual: 3.20118e-05 
 11 TAO,  Function value: 0.0150411,  Residual: 2.70709e-05 
 12 TAO,  Function value: 0.0149936,  Residual: 2.47067e-05 
 13 TAO,  Function value: 0.0149276,  Residual: 2.1878e-05 
 14 TAO,  Function value: 0.0148385,  Residual: 2.52456e-05 
 15 TAO,  Function value: 0.0147815,  Residual: 2.21539e-05 
 16 TAO,  Function value: 0.0147359,  Residual: 1.77862e-05 
 17 TAO,  Function value: 0.014699,  Residual: 1.71819e-05 
 18 TAO,  Function value: 0.0146575,  Residual: 1.57564e-05 
 19 TAO,  Function value: 0.0146237,  Residual: 1.33724e-05 
 20 TAO,  Function value: 0.0145953,  Residual: 1.22232e-05 
 21 TAO,  Function value: 0.0145743,  Residual: 1.09219e-05 
 22 TAO,  Function value: 0.0145561,  Residual: 9.91601e-06 
 23 TAO,  Function value: 0.0145381,  Residual: 9.11743e-06 
 24 TAO,  Function value: 0.014522,  Residual: 9.01096e-06 
 25 TAO,  Function value: 0.0145099,  Residual: 7.14456e-06 
 26 TAO,  Function value: 0.0145008,  Residual: 5.70897e-06 
 27 TAO,  Function value: 0.0144931,  Residual: 5.70476e-06 
 28 TAO,  Function value: 0.0144866,  Residual: 6.00735e-06 
 29 TAO,  Function value: 0.0144809,  Residual: 4.59485e-06 
 30 TAO,  Function value: 0.0144759,  Residual: 4.47985e-06 
 31 TAO,  Function value: 0.014472,  Residual: 6.40361e-06 
 32 TAO,  Function value: 0.0144686,  Residual: 5.09307e-06 
 33 TAO,  Function value: 0.014465,  Residual: 4.22361e-06 
 34 TAO,  Function value: 0.0144597,  Residual: 5.21474e-06 
 35 TAO,  Function value: 0.0144552,  Residual: 6.36976e-06 
 36 TAO,  Function value: 0.0144525,  Residual: 5.58305e-06 
 37 TAO,  Function value: 0.0144502,  Residual: 4.29963e-06 
 38 TAO,  Function value: 0.0144471,  Residual: 3.95624e-06 
 39 TAO,  Function value: 0.0144425,  Residual: 5.54168e-06 
 40 TAO,  Function value: 0.0144404,  Residual: 6.29619e-06 
 41 TAO,  Function value: 0.0144381,  Residual: 3.83984e-06 
 42 TAO,  Function value: 0.0144359,  Residual: 3.45926e-06 
 43 TAO,  Function value: 0.0144324,  Residual: 5.73128e-06 
 44 TAO,  Function value: 0.0144301,  Residual: 4.34753e-06 
 45 TAO,  Function value: 0.0144285,  Residual: 2.26508e-06 
 46 TAO,  Function value: 0.0144274,  Residual: 2.17291e-06 
 47 TAO,  Function value: 0.0144259,  Residual: 2.42025e-06 
 48 TAO,  Function value: 0.0144252,  Residual: 3.72076e-06 
 49 TAO,  Function value: 0.0144246,  Residual: 2.54497e-06 
 50 TAO,  Function value: 0.0144241,  Residual: 1.93787e-06 
 51 TAO,  Function value: 0.0144231,  Residual: 2.22308e-06 
 52 TAO,  Function value: 0.0144224,  Residual: 2.25833e-06 
 53 TAO,  Function value: 0.0144217,  Residual: 2.39466e-06 
 54 TAO,  Function value: 0.0144212,  Residual: 1.741e-06 
 55 TAO,  Function value: 0.0144209,  Residual: 1.39848e-06 
 56 TAO,  Function value: 0.0144205,  Residual: 1.30258e-06 
 57 TAO,  Function value: 0.0144204,  Residual: 1.93784e-06 
 58 TAO,  Function value: 0.0144204,  Residual: 1.75672e-06 
 59 TAO,  Function value: 0.0144202,  Residual: 1.24661e-06 
 60 TAO,  Function value: 0.0144198,  Residual: 9.45313e-07 
 61 TAO,  Function value: 0.0144197,  Residual: 1.38651e-06 
 62 TAO,  Function value: 0.0144196,  Residual: 7.41517e-07 
 63 TAO,  Function value: 0.0144194,  Residual: 7.14114e-07 
 64 TAO,  Function value: 0.0144193,  Residual: 8.02632e-07 
 65 TAO,  Function value: 0.0144191,  Residual: 1.17616e-06 
 66 TAO,  Function value: 0.0144191,  Residual: 1.42074e-06 
 67 TAO,  Function value: 0.0144191,  Residual: 1.00637e-06 
 68 TAO,  Function value: 0.0144191,  Residual: 9.87728e-07 
 69 TAO,  Function value: 0.0144191,  Residual: 9.54336e-07 
 70 TAO,  Function value: 0.0144189,  Residual: 7.82544e-07 
 71 TAO,  Function value: 0.0144186,  Residual: 8.8034e-07 
 72 TAO,  Function value: 0.0144185,  Residual: 1.83722e-06 
 73 TAO,  Function value: 0.0144183,  Residual: 9.51175e-07 
 74 TAO,  Function value: 0.014418,  Residual: 8.83275e-07 
 75 TAO,  Function value: 0.0144179,  Residual: 1.07579e-06 
 76 TAO,  Function value: 0.0144177,  Residual: 1.52899e-06 
 77 TAO,  Function value: 0.0144175,  Residual: 1.79481e-06 
 78 TAO,  Function value: 0.0144174,  Residual: 1.57895e-06 
 79 TAO,  Function value: 0.0144174,  Residual: 1.41625e-06 
 80 TAO,  Function value: 0.0144173,  Residual: 7.4271e-05 
 81 TAO,  Function value: 0.0144172,  Residual: 3.75351e-06 
 82 TAO,  Function value: 0.0144172,  Residual: 7.42345e-05 
 83 TAO,  Function value: 0.0144171,  Residual: 7.42315e-05 
 84 TAO,  Function value: 0.014417,  Residual: 7.29315e-05 
 85 TAO,  Function value: 0.0144168,  Residual: 1.62567e-05 
 86 TAO,  Function value: 0.0144168,  Residual: 4.33115e-05 
 87 TAO,  Function value: 0.0144168,  Residual: 4.19607e-06 
 88 TAO,  Function value: 0.0144168,  Residual: 6.40362e-05 
 89 TAO,  Function value: 0.0144168,  Residual: 6.54914e-05 
 90 TAO,  Function value: 0.0144168,  Residual: 6.22043e-05 
 91 TAO,  Function value: 0.0144168,  Residual: 2.60952e-06 
 92 TAO,  Function value: 0.0144168,  Residual: 4.06287e-05 
 93 TAO,  Function value: 0.0144168,  Residual: 3.73273e-05 
 94 TAO,  Function value: 0.0144168,  Residual: 3.41359e-05 
 95 TAO,  Function value: 0.0144168,  Residual: 3.42906e-05 
 96 TAO,  Function value: 0.0144168,  Residual: 3.00577e-05 
 97 TAO,  Function value: 0.0144167,  Residual: 5.92927e-06 
 98 TAO,  Function value: 0.0144167,  Residual: 6.8231e-05 
 99 TAO,  Function value: 0.0144167,  Residual: 3.83465e-06 
100 TAO,  Function value: 0.0144167,  Residual: 1.49314e-06 
101 TAO,  Function value: 0.0144167,  Residual: 1.49172e-06 
102 TAO,  Function value: 0.0144166,  Residual: 7.42009e-05 
103 TAO,  Function value: 0.0144166,  Residual: 5.91315e-07 
104 TAO,  Function value: 0.0144166,  Residual: 5.63156e-05 
105 TAO,  Function value: 0.0144166,  Residual: 6.39737e-05 
106 TAO,  Function value: 0.0144166,  Residual: 6.75215e-05 
107 TAO,  Function value: 0.0144166,  Residual: 6.82519e-05 
108 TAO,  Function value: 0.0144166,  Residual: 6.49165e-05 
109 TAO,  Function value: 0.0144165,  Residual: 5.14251e-05 
110 TAO,  Function value: 0.0144165,  Residual: 9.29611e-07 
111 TAO,  Function value: 0.0144165,  Residual: 5.34961e-05 
112 TAO,  Function value: 0.0144165,  Residual: 5.3495e-05 
113 TAO,  Function value: 0.0144165,  Residual: 7.70592e-07 
114 TAO,  Function value: 0.0144165,  Residual: 5.14209e-05 
115 TAO,  Function value: 0.0144165,  Residual: 5.14113e-05 
116 TAO,  Function value: 0.0144165,  Residual: 6.18268e-07 
117 TAO,  Function value: 0.0144165,  Residual: 5.34995e-05 
118 TAO,  Function value: 0.0144165,  Residual: 5.34989e-05 
119 TAO,  Function value: 0.0144165,  Residual: 4.64563e-07 
120 TAO,  Function value: 0.0144165,  Residual: 5.14068e-05 
121 TAO,  Function value: 0.0144165,  Residual: 5.14049e-05 
